session_id,expertise,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,n_questions_total,n_post_decision,extended_stop_reason,practice_setting,years_reading_eeg,eeg_volume_per_month,self_rated_confidence,color_vision,prior_test_taken,sex,country,race_ethnicity,auroc_spike,hw_spike,ell_spike,t_spike,auroc_sz,hw_sz,ell_sz,t_sz,auroc_lpd,hw_lpd,ell_lpd,t_lpd,auroc_gpd,hw_gpd,ell_gpd,t_gpd,auroc_lrda,hw_lrda,ell_lrda,t_lrda,auroc_grda,hw_grda,ell_grda,t_grda,auroc_iic,hw_iic,ell_iic,t_iic
d6981fe6-97d2-451f-8e61-c165ab22ba8b,Fellow,2026-06-10T23:17:55+00:00,2026-06-10T23:57:15+00:00,352,all_resolved,0.3835,3850.6,,500,148,bank_exhausted,Academic medical center,10–14,5–20,3,Normal color vision,No,Male,United States,White,0.8629,0.0685,0.2979,-0.162,0.6859,0.1299,-1.0617,-0.1882,0.7726,0.124,-0.4642,-0.2151,0.8547,0.0611,0.1605,0.1452,0.8434,0.0602,0.0504,-0.4314,0.7729,0.1174,-0.4556,-0.334,0.8738,0.0443,0.3771,-0.3509
