cand_id,tier,true_t_spike,true_ell_spike,hat_t_spike,hat_ell_spike,sd_t_spike,sd_ell_spike,n_trials_spike,decision_spike,true_t_seizure,true_ell_seizure,hat_t_seizure,hat_ell_seizure,sd_t_seizure,sd_ell_seizure,n_trials_seizure,decision_seizure,true_t_lpd,true_ell_lpd,hat_t_lpd,hat_ell_lpd,sd_t_lpd,sd_ell_lpd,n_trials_lpd,decision_lpd,true_t_gpd,true_ell_gpd,hat_t_gpd,hat_ell_gpd,sd_t_gpd,sd_ell_gpd,n_trials_gpd,decision_gpd,true_t_lrda,true_ell_lrda,hat_t_lrda,hat_ell_lrda,sd_t_lrda,sd_ell_lrda,n_trials_lrda,decision_lrda,true_t_grda,true_ell_grda,hat_t_grda,hat_ell_grda,sd_t_grda,sd_ell_grda,n_trials_grda,decision_grda,n_trials_total
24,expert,-0.09515891823445038,1.5685133270839648,-0.10410720162818286,1.2980708175864113,0.13456336965190654,0.3775570211182603,14,pass,0.1000723764868675,1.552683696207107,0.04419114638522525,1.1937952120741602,0.048482666132872526,0.13482844120508494,108,pass,-0.031300643962042504,1.8800030637588812,-0.0029158731188486937,0.967352407091383,0.19509528212664623,0.3680388072529241,14,pass,-0.13785630674055674,1.3090254836129462,-0.04557047355204387,0.9101580952979939,0.1598246377220311,0.36084067799529584,14,pass,-0.22169230236686555,1.1867522664241437,-0.17381424353278557,1.0197329249314977,0.1895249533501746,0.43616850750882624,10,pass,-0.04705220469917429,1.1737771091722875,0.0028743983340057413,1.4778938955255803,0.14507894464638543,0.4585657506004094,10,pass,170
25,expert,0.07955310816832806,2.094620084311767,0.016616737161617497,1.5875002051440894,0.11854982178729599,0.46667585593279237,10,pass,0.015247194301694918,2.0457472940182,0.04326131931267614,1.3926056508792577,0.07291055258659972,0.2573147067639847,30,pass,0.13815724862834144,1.7523900677467343,0.10992091784336044,0.91003409678133,0.15015014338216193,0.3307499876937011,17,pass,0.0318335806529742,2.1324879602433837,-0.06136039243659069,1.3196822986641557,0.16221620334423514,0.45214399486312373,10,pass,-0.0414500070450711,2.3967892533586688,-0.16307840050027073,1.2312387461602938,0.13765684608422532,0.452376216534772,10,pass,0.17406291995396256,2.17309061199916,-0.002408953877100926,1.556880482647889,0.12515261231616434,0.47337017602556924,10,pass,87
26,expert,0.06513361856655858,1.9037466114441055,0.025800454564708374,1.5636579069569765,0.13165071328503955,0.4606595099441044,10,pass,-0.015751143866318342,1.9380874305303117,-0.00815948326543381,1.3461050239278889,0.06946340516805813,0.22295680040502266,40,pass,0.49900263743456974,2.060341556931137,0.20895095673695205,1.2295620539873615,0.17225128343001642,0.4418322266296838,10,pass,0.025749615699743322,1.5387632680735581,0.14569684371174038,1.2268900719002922,0.18485279525162443,0.4413692247983991,10,pass,-0.2556098038182186,1.395623415845219,-0.11369737706397812,0.775002615538073,0.26883457544781847,0.39794662234310874,12,pass,-0.1426569132724946,1.7548595717648687,-0.013826161188072903,1.537795288238287,0.1392271688564155,0.4647454237935681,10,pass,92
27,expert,-0.04053848236891646,1.5903216263454678,0.043471469619927,1.1433915140318764,0.11490601698037915,0.2877585936645651,23,pass,-0.04835512464736639,2.3066543025357857,-0.004118050586923728,1.55077463045479,0.08763981697325372,0.34170863639744425,18,pass,0.3436968081397667,2.2182663200575186,0.16543463470186995,1.1189688170913528,0.14540001665169347,0.4424990362918091,10,pass,-0.25561006373512263,1.736321879091769,-0.20108847913579117,1.1425931784455106,0.15819476198769186,0.43559274950924937,10,pass,-0.022919783365171875,1.4047745579459838,0.017729747650053383,1.4879875370646478,0.13336522994080027,0.4504478350323788,10,pass,-0.038573175048747,1.560739919235344,-0.06280161133715309,1.138834736843577,0.12235792302774626,0.3075129943039736,21,pass,92
28,expert,-0.022509538276305755,1.7848176945539864,-0.09485806807308392,1.3047720303852053,0.1185579901505691,0.362153480446362,15,pass,0.2845336747122018,1.472414040624215,0.09924844374982793,1.1293000672363325,0.05057609131394334,0.12890885419610243,120,refer,0.10912032837380377,1.4416042415980548,0.19313162250282895,1.2023653576841427,0.15776048992776526,0.4385239617381443,10,pass,-0.0355560409141542,1.4576092567702448,-0.015115637797987806,1.5390463051722645,0.1265006634685829,0.45767176339912524,10,pass,-0.17125504859304191,1.550366148754638,-0.07433024400518282,1.4633575214338268,0.13687259094827614,0.458329335660883,10,pass,-0.3929534315276138,1.9362976514160093,-0.18708866874773628,1.2177982979038353,0.13386748821728733,0.3568146960833567,16,pass,181
29,expert,0.03382134464423292,1.8910328318528284,-0.003200865725590043,1.1382900673501009,0.11547500897557414,0.28785212463313314,23,pass,-0.1998486585899762,2.0516251946552186,-0.057050614860331174,1.4202330341508673,0.08159436030991278,0.2702059222271983,28,pass,0.022243738489825193,1.8713076558046615,0.005810949183058215,1.0097833657110147,0.1832035946001145,0.3685327649881664,14,pass,-0.2830999079558309,2.306635571450782,-0.172770950145391,1.1690613275129584,0.1453204112124745,0.4441555312054908,10,pass,0.03925550890260681,2.184423658528302,0.019902761531638627,1.494942211464575,0.13696415149569482,0.4519372508132697,10,pass,0.2385317944660218,1.764954863641594,0.12487268217979025,1.28374581861459,0.14068004322143224,0.3811069867760368,14,pass,99
30,expert,-0.03491193793662918,1.4707853752821427,-0.04377799067874043,1.1429286112221775,0.11222465145389725,0.2813721715004915,25,pass,-0.058001961981233266,1.3847809064157417,-0.018799519742205013,1.0669643114999523,0.05238717010963221,0.1294316128796056,120,refer,0.2527955367186778,1.5165106328117177,0.0919566008264796,1.0140810729122638,0.1986703653223596,0.3860463003530687,13,pass,0.1814679725879118,1.5589283498084727,0.11705183844278502,0.9266276556000659,0.22215803409789128,0.39024394399956824,13,pass,-0.14447340609291906,1.5216739187753683,-0.12089355484918916,1.2925518604832595,0.18130123143445123,0.44743820009863816,10,pass,0.1722061260103287,2.186012895101217,-0.0168623845879677,1.5115345030896516,0.15275480341459718,0.46352395856487494,10,pass,191
31,expert,-0.2137373081109337,1.3547859313954065,-0.08992427404955915,1.3587585124644967,0.14669387900129446,0.41743992930400786,12,pass,-0.095522931353932,2.0070781099627,-0.008756017802906718,1.5888143281681086,0.09301972962837851,0.3703377756225537,16,pass,0.40084156745144395,1.9751926892610936,0.19644342451839691,1.1898747905568177,0.1570214463029015,0.4496211954439301,10,pass,-0.022574983074160025,1.8775251583998995,0.13159090078355468,1.1953933323149566,0.15746408792767302,0.4449553753576472,10,pass,-0.10943214144020136,1.6372841757754129,-0.06518290942623929,0.829238441854875,0.26771594694302314,0.4257417248941962,10,pass,0.05967978379968101,1.7172888998193736,0.10893794590993042,1.2712230559275932,0.1528384640215773,0.3954003136080517,13,pass,71
32,expert,-0.3377783222193959,1.4909234982804809,-0.18528865654818857,1.1483278778250348,0.10916769270351626,0.29187368324725615,23,pass,-0.06645649964949651,2.016285592994674,-0.05690119131007587,1.4172902132481582,0.08149063305668024,0.26965033299797175,28,pass,-0.08179933442440435,1.9254042013362587,-0.14678943515730444,1.2379847433951212,0.1565933777676164,0.4382127608296669,10,pass,-0.14542284422622817,1.8371282920192715,-0.021801179354281847,1.5587824460708328,0.12606515805640015,0.4589667904486329,10,pass,0.18044004090892513,1.7235081975742832,0.16643368773046843,1.1667293091655668,0.1410811590372778,0.4440837314189789,10,pass,-0.0499055720798971,1.5270692862935873,-0.0796273864261876,1.129715727976226,0.12163896221077863,0.3038531690001508,22,pass,103
33,expert,0.26992246484956745,1.268411684684584,0.14432726850735045,1.0133008814468312,0.08919163788086792,0.21245902568485422,42,pass,0.24231320600003114,1.4936229797694234,0.1400075125152356,1.098273395870048,0.04814367360226353,0.13079790484685722,120,refer,-0.07472343579492195,0.9924732317500905,-0.14655753480577993,0.8220055737457747,0.1524237821473516,0.2697884320613717,27,pass,-0.18538577234047338,1.7537268563253983,-0.0318417485094771,1.5070184614727198,0.14439382524243002,0.460656555493221,10,pass,0.1574128175197337,1.4745315173972386,0.12118763061302984,1.0935971604378585,0.2192308946026842,0.44869074997193464,10,pass,0.5461268239242977,1.271457117975618,0.2626814992969743,1.0307283185113134,0.09991190360894121,0.2349505852728735,35,pass,244
34,expert,0.03599250045825481,1.8642333008263707,0.0149581453966346,1.6101697482725412,0.1173650211295418,0.46968902279390323,10,pass,0.22503618685333315,1.8564636658350744,0.07293584520590175,1.4021162474042124,0.07706576550318857,0.2559991660970536,31,pass,-0.2098141872115824,1.4440439076934557,-0.06578897437462107,1.4957082025577089,0.1287267603935194,0.46743453562528003,10,pass,-0.259328641102491,1.7770928699803679,-0.1351697429554584,1.2351080159718408,0.11913041354418917,0.4673014492127857,10,pass,-0.3834561265804406,1.9055568048833254,-0.06610386403947362,1.5036711587295133,0.12956965535757475,0.4650230854812353,10,pass,0.050679879364173,1.8929464201052788,0.07998464055237973,1.2341794581285916,0.126015441555532,0.3441920476364997,17,pass,88
35,expert,0.12056012184874745,1.9912383826951516,0.1305034774114347,1.2828654617203743,0.12056459823615448,0.3625773904173509,15,pass,-0.07975071853384373,1.144610073309804,-0.05737909017723103,1.0508543922865305,0.04606226501979289,0.12892814799235167,120,refer,0.2500601800339453,1.8746367150155043,0.07873289934924499,1.4054098441380796,0.1553241262970565,0.45598811071406065,10,pass,0.05529373999082481,1.3529575269097176,-0.056851690889549805,1.2851220446359273,0.18169658321329252,0.4468913444221431,10,pass,-0.19499957678013902,1.409589914365671,-0.11139525355270241,1.3360997767177551,0.1659142841779881,0.4472403221158942,10,pass,-0.20740108087099643,1.0825084258572542,-0.09461031702587225,1.0164945140431116,0.10348018008373758,0.2306765393025818,38,pass,203
36,expert,-0.004671376349344814,2.2798173727838984,0.016983528206338045,1.2640520559466397,0.1320550852382702,0.33915552110787744,18,pass,-0.12132454412073389,1.4922494789035028,-0.00544531118775844,1.3891150964284822,0.07977238120534719,0.24688918560753678,35,pass,-0.03088032625220324,1.4991891065776757,-0.07978009307739839,1.0326972088313318,0.20053166980683254,0.39007991523796876,13,pass,-0.1972475642071355,1.6132326006878435,-0.02088188425508806,1.5362794770284438,0.13978785259013096,0.45863863808726674,10,pass,0.16059312223030017,1.6598591417414075,0.17798556514403135,1.202877045985507,0.14348593189884087,0.457391463026407,10,pass,0.21162060140945915,1.0591568579446609,0.22709584107218322,1.0492761406738225,0.10222477087618388,0.2508306082798057,31,pass,117
37,expert,-0.28224324125469236,1.2240922469481674,-0.16036553830234332,1.2331634815686634,0.127120311838601,0.33684070691576606,18,pass,-0.18139075208728306,1.4418150568154984,-0.030534307346237227,1.1901887277806529,0.047894690165717055,0.13350081066384534,113,pass,-0.013161554319979167,1.3502519314606836,0.061416342436502167,1.0182378676465684,0.1904977323699771,0.38344212794081917,13,pass,0.04430324111580136,1.158236413774168,0.11596762128153193,0.8509786988842429,0.2039079981400362,0.34376579117660977,16,pass,-0.043888974751439075,1.1537646929305436,0.04517871707212703,1.3631261670936639,0.17304553072846518,0.45155448925816033,10,pass,0.057785861926760995,0.9980670369657979,-0.027123013616505966,1.0360460454704072,0.11298928411033572,0.2432679882639557,34,pass,204
38,expert,-0.20449672274700803,1.761731155212749,-0.0838374989033515,1.377956512771244,0.14742099759725694,0.4208818578624784,12,pass,0.09756189074668054,1.5996261809609689,0.07296448949293842,1.3027076858106168,0.06945422501996798,0.20123890227867922,52,pass,-0.18025292102892645,1.5107245392199813,-0.1462849871573373,1.1613353260372206,0.179065926990362,0.43744584279476123,10,pass,0.18576178470865848,2.1697731931918938,0.1318338729595063,1.2416552107576315,0.18804522446163444,0.4465968690440149,10,pass,-0.058773379847168454,1.9487210339121235,0.044529873054663424,1.410082522645877,0.16743976462914156,0.4587001435002787,10,pass,-0.0256676982177861,1.7177736308879377,0.11468375602306789,1.2733424161841855,0.13494900941020596,0.3828989818600095,14,pass,108
39,expert,0.1441328746555226,1.4071056586014097,0.1137204141957081,1.0676567905326937,0.10375162853288342,0.24182783514769957,33,pass,-0.05834686169086994,1.669266364706405,-0.047371205171577856,1.3954581502056158,0.07212971702915327,0.25447361093957976,31,pass,0.0366355811735777,1.107073479287064,0.17498345646709537,1.1320561892405785,0.14614688066369705,0.4112900423995322,12,pass,-0.03830302246374995,1.689951250929512,0.1444258858601314,1.2011583736955733,0.1839119532590063,0.4415654548743125,10,pass,-0.03525341816761401,1.3615914295226441,-0.14476618935802354,1.0241780038031842,0.20470502212093947,0.4343111495148635,10,pass,-0.03778236796263217,1.2110523670862587,-0.002996173448993946,1.0314001754997297,0.10550397507291906,0.24126989264940568,33,pass,129
40,expert,0.4928836334957154,1.701269030286229,0.20527314568122257,1.05953263743135,0.08758343948526758,0.22869128107654887,36,pass,-0.09170522248755522,1.9999064197804213,-0.055855566659765425,1.4053846877327891,0.07494300210738516,0.2634820106757652,29,pass,0.08871605504974432,1.6121568612296084,0.12849468352465326,1.2692931210002831,0.16810757275382512,0.44648788364296726,10,pass,0.18472255416747294,2.218939084326681,0.06816462261475797,1.470235765202459,0.1448393235389654,0.47147127150096163,10,pass,0.207156432402138,1.763601472192582,0.07076469858830019,0.8525357137370447,0.2566361743638396,0.42864044544619895,10,pass,-0.14787400532580655,1.326156106997617,-0.0044115528208342756,1.5571021992518903,0.13134862116230558,0.47304962261552747,10,pass,105
41,expert,0.012091200770445036,1.1109262577474706,0.0019768396310859224,1.1644869265661844,0.11446414611238387,0.2889722704759149,23,pass,-0.19089995966834938,1.3847874780357479,-0.05864829935209626,1.2238225771423785,0.05544751742290796,0.15310115186468626,86,pass,-0.23590449844804248,1.6110195975569803,-0.26170718197019505,1.0935285160282235,0.16770116467792445,0.40066729950547286,12,pass,-0.16009815362322646,1.3106418515875122,-0.214681398255196,1.197053751938398,0.1866136857653333,0.4328181573930693,10,pass,-0.08122493321805731,1.5100639176721147,-0.05949677927792845,0.8449022395604168,0.2610643797317882,0.42346517514602067,10,pass,-0.11195922621153145,0.9103453490418977,-0.061808501770404534,1.0771481779222931,0.12004419896499435,0.27438720290561885,26,pass,167
42,expert,-0.2629302646914073,2.185894748727927,-0.0773694115055887,1.3838187851858594,0.1447690693863257,0.42248500016700935,12,pass,0.2499361572769251,2.200375805930685,0.09730171411731041,1.297737331783938,0.0608775534486836,0.19383050078437852,53,pass,0.16725075561461428,1.9858137698956326,0.12233735638526924,1.2779238856087842,0.1782692244511645,0.4507363592947964,10,pass,0.0023094926593863873,1.790046381048875,-0.08796190842677633,1.1818382926611304,0.18428073246106658,0.44288017490856313,10,pass,0.09896595715571244,2.240608522996049,-0.046924652565870105,1.3880106553672484,0.16836757959155427,0.4588497502890331,10,pass,0.5169633629610679,1.845719857776492,0.18588614137407636,1.2208079263934388,0.1437169716381628,0.3619298763732054,16,pass,111
43,expert,0.12891996004688738,1.3751963058334717,0.017744125872546045,1.008271324477319,0.0926373830007192,0.20942193473393705,44,pass,0.10407470092308724,1.5994682674724885,0.020345069216986127,1.2290212756308876,0.05616662715514958,0.15686503214710917,82,pass,-0.4244403047504191,1.834860777540113,-0.18838944102304794,1.1810736873867462,0.15707850790181208,0.4369173186716027,10,pass,0.3255117122510521,1.5757251621713741,0.31076990055565085,1.0533933400276565,0.1894901239522982,0.43393576824156943,10,pass,-0.3051338973048463,1.8907771610374184,-0.016651223065986185,1.5035077968914383,0.1330617279609077,0.4550981713416763,10,pass,0.04415521537249065,1.6885531140247123,0.012154388809621029,1.5140949315416454,0.133209509393659,0.4680562121501258,10,pass,166
44,expert,0.2935185293463289,1.7782217002338905,0.11542046231308371,1.2848702922697683,0.11268655665273697,0.34925555237503597,16,pass,0.05986587841085653,1.7547131524325015,0.01677298219613205,1.2301190151143442,0.0518984740101789,0.15755226043487397,77,pass,0.22656494923853196,1.8711957761881053,0.06454003740042372,0.9978958195836735,0.18141385571626667,0.37877463703199704,13,pass,0.5014866455423013,1.7081099931813908,0.29925199324222884,1.0552683603628505,0.18648028998788313,0.4364623039041577,10,pass,0.05157589403281463,1.4745554380602992,0.0735991818938629,0.7611804178192098,0.15464462222419478,0.4135910604293449,11,pass,-0.035468298624049203,1.6933305139449182,-0.003980943636408871,1.50787677583237,0.1308190908226821,0.4687598392913079,10,pass,137
45,expert,0.3767174567004057,1.5313740208872646,0.23066449056512692,1.0813822752604323,0.09754589564962284,0.24533198795231287,32,pass,0.2558229167800551,1.9365197722235878,0.07503402177883163,1.3500179416678446,0.07081147724926282,0.2306561173470627,38,pass,0.19746785678110323,1.0620353331632684,0.19752659988493906,1.1960921830715179,0.16262499036303185,0.4368452776019176,10,pass,-0.1675728466828811,1.5596822790189362,-0.021672634251147488,1.5398931036774637,0.13004582591781377,0.457116865331228,10,pass,0.09983011385624681,1.2675654649319157,0.04882880439515092,1.3821347958702264,0.1574620359687258,0.45042144141161655,10,pass,0.0959727954017679,1.2014647950693569,0.08686930065653674,1.1848111833540134,0.1375425547506196,0.3357617259662816,18,pass,118
46,expert,0.2772924398686584,1.6049386674567676,0.1414463283558419,1.3389988131983885,0.1474628212724126,0.4093354030977168,12,pass,0.19518085649525968,2.0473997426529595,0.0709248229541443,1.401728504205678,0.07724532191412405,0.25688469529965474,31,pass,-0.04874314392880993,1.6209296430868316,-0.04647472165571747,1.0160960011076579,0.17107664002546938,0.37701417246962704,13,pass,0.22584420006037803,1.7291969223819732,0.2768572254468609,1.0428499179431752,0.1714191644621774,0.44042230062443827,10,pass,-0.34609558993306244,1.8101998960512966,-0.19763888287048584,1.2013408538012649,0.16289352256649142,0.43812918316049826,10,pass,-0.1660606977040454,2.178417272760382,-0.09842352456662064,1.2797182782681813,0.11722204620626203,0.3861942114493927,14,pass,90
47,expert,0.08032528411168283,1.7225784525364145,0.11116630574971341,1.283681198940424,0.11367227618451367,0.34932357261206476,16,pass,-0.13075727395040365,2.2061923629090705,-0.04951731119825188,1.39887692721145,0.07562769828349156,0.2577675571465478,30,pass,0.1884744443622341,1.6805254412334847,0.0217441330222048,1.4941139124868028,0.1331110985431814,0.4528253692829533,10,pass,-0.11829467970126205,1.4835000225959134,-0.14850028828067316,1.1728466405912603,0.12918283177219256,0.4547189760700975,10,pass,-0.22714373357538953,1.4249904716991197,-0.1377142350870417,0.9656212562587669,0.2010263239242459,0.42821013850067724,10,pass,-0.11456387285120109,1.5224843956457867,0.016328171903709884,1.239204720062514,0.1384029010620773,0.3553770754165036,16,pass,92
48,expert,-0.2423987330728139,1.5060693797475557,-0.05605980455208634,1.4469377679494593,0.14153417466162335,0.4440162031804744,11,pass,0.4378156116879903,1.8154471757458026,0.16960050920622974,1.1297494568116684,0.047441123931426764,0.12869575990132534,120,refer,0.37465084413617,1.3242233380669552,0.1866043840470911,1.2634676325175658,0.15810265522774614,0.4410782421671812,10,pass,-0.2217647452988023,2.1220736689034605,-0.1566288965514009,1.2464003091677347,0.1271011024931751,0.4678722233336159,10,pass,-0.1393315203501905,1.9775455001216127,0.13022554867795427,1.0586056882807717,0.22145284857300476,0.44751691977253055,10,pass,-0.13090151026175753,1.7597965216257152,-0.11295658002231816,1.3199653382032173,0.11621321751889652,0.38831640998732503,14,pass,175
49,expert,0.1175361766980486,1.8083596554118733,0.02033541124968961,1.5965623966693188,0.1212663893359655,0.46401400846599994,10,pass,-0.25741055431473064,2.112718909130661,-0.09035490846814116,1.3013176511570113,0.06196209671466519,0.19804840044554003,50,pass,-0.06791141105445711,2.304943153621301,-0.09564987014846289,1.0607918149266724,0.18028661193765344,0.42368358320996724,11,pass,-0.19091197544858937,2.3017805880822646,-0.0206172317912931,1.5741808020975925,0.1238382267055146,0.46116947033616856,10,pass,0.11202869695498313,2.142606054380706,0.020051701504094185,1.5442916521659649,0.12832339048480182,0.4587160116173742,10,pass,0.32537257094955596,2.05288343095069,0.1179602819175608,1.320247747619275,0.14061395734829227,0.39744395774570984,13,pass,104
50,expert,-0.08596340050376117,1.2443839511011827,-0.059585185002422617,1.0028464838344986,0.08928667087196826,0.20256389917388193,47,pass,0.21791511124429627,1.511332298106282,0.0982530032956896,1.1894833098172373,0.04667726189363389,0.13037651024573932,115,pass,-0.39554920198295873,1.319067474862495,-0.21617448911241313,0.9375209966909814,0.15160997529597622,0.34414046853805746,16,pass,-0.1476624965245079,1.076342766552768,-0.010279035165479027,0.9275570945909867,0.21392836850665223,0.37796651557143573,13,pass,-0.1860319908772322,1.5203142722055891,-0.29628370166189827,0.9854479419731517,0.17803336351463897,0.43880145383527003,10,pass,0.055654045619106564,1.80201497660755,-0.005342341260027627,1.4605686076281696,0.14368415731892506,0.4569331811821286,10,pass,211
51,expert,0.09460532409525695,1.574659510156244,0.010409743101693444,1.1801371011088861,0.1226999890280518,0.2985225897374998,22,pass,-0.05535144804718633,1.4868418898954674,0.0028219931952957558,1.3295111782199376,0.07274867901680251,0.2179524102857326,42,pass,0.3524320586039398,2.1735147962183046,0.22082848124746782,1.097256515574883,0.15472687103057098,0.4248126730921996,11,pass,0.3590678814329013,1.748302006032959,0.07428986879222423,1.4271726218510785,0.14601391750512904,0.4583932355642663,10,pass,0.29311239168527264,1.4333458006296158,0.1511017970130274,1.156620563295417,0.12876368670936159,0.4558090976254119,10,pass,0.07982555768137961,1.047875757899406,0.05624040953935231,1.0218142085294728,0.10335311053941282,0.24287681810367723,34,pass,129
52,expert,0.13506162729452023,1.778839769354706,0.13782744159382956,1.2902877465967442,0.1315575388524471,0.3745334335443061,14,pass,0.29650088608097674,1.2811987429028233,0.12782122124110154,1.0526591601336164,0.05102710823979988,0.12882570586259842,120,refer,-0.20305172624353968,1.7777477246496067,-0.1818792023214,1.2611445365066467,0.1696444025815406,0.4375788533801101,10,pass,0.4288096525774375,1.416257820959531,0.2440037185553312,1.086634456276487,0.16567011644207316,0.4171928958664769,11,pass,-0.0450085118210283,1.2737923621080995,-0.008653982398758734,0.7717155287638929,0.15686532390459637,0.38403051373418634,13,pass,-0.041277414970695224,1.6279831799070366,0.1123498614607155,1.2682149549216912,0.12762691597276235,0.365030227262015,15,pass,183
53,expert,0.08509265359884262,1.6144271328710647,0.13814987926246916,1.2734345967207377,0.12476019854194242,0.3614598725642548,15,pass,-0.1369451306011024,2.1018250473293696,-0.0054877135320932245,1.5475603714357111,0.0879272658586101,0.34207169705726626,18,pass,-0.17676796843542614,1.8071282475188486,-0.01327667987504762,1.0276311053753462,0.1651885212718082,0.37619718946587843,13,pass,0.3196519469146094,1.715623161787334,0.2693768493251104,1.0235469369035866,0.16650816713173028,0.43810304271555445,10,pass,-0.029676870750013407,2.101690013500535,-0.14590157572022305,1.1006918864565445,0.13244972574254069,0.45349802986819554,10,pass,-0.07081201776809685,1.5976711873570588,0.010312728673411228,1.1570047844946194,0.1271834809387887,0.3071967228238829,21,pass,87
54,expert,-0.2306231816944155,1.7105868771068526,-0.09458970989475363,1.3198995308874888,0.14034688105149679,0.3905160204187153,13,pass,-0.1873448576940284,1.0981164940927548,-0.09517702575699324,1.1118258759205129,0.04685296920703325,0.12885975997498456,120,refer,-0.07708374279883762,1.4016284937147079,-0.1843519468222353,1.106286402939911,0.21352678177835252,0.435532117466699,10,pass,-0.6702691823060175,1.434872049890799,-0.29833436693996024,0.9556889779889832,0.15584508983599818,0.3626535231213956,14,pass,0.20674601113345467,1.7027679220923084,0.16820058993924375,1.1654427311704307,0.14505534306503964,0.4490813754654384,10,pass,-0.009860351731493577,1.9350897496995667,0.09919375867820934,1.2579068128569475,0.12448699778128984,0.3655782930650516,15,pass,182
55,expert,-0.12159740160962279,1.5299707356289336,-0.05832664762017792,1.1776675232138236,0.11751054407428435,0.2996167074812783,23,pass,-0.26735128013467346,1.440860081049917,-0.08308721039625531,1.3952108384364135,0.07978521239174559,0.25602052959538046,32,pass,-0.23917631838570227,1.7613247569722783,-0.09328893143779396,1.4328496423124757,0.15701757535899008,0.45969578424834556,10,pass,-0.000620158548029406,1.7603335187725335,0.1582882196975439,1.1553680003729643,0.18293238105760784,0.4343407925981517,10,pass,0.10842998481969242,1.6294307546240185,0.005541014048520989,0.8188887944343359,0.24656635160217283,0.41717853173050357,10,pass,0.2388428345999718,1.8469566751663082,0.11880669968349945,1.2713435514807743,0.1438005729394764,0.3839119530325033,14,pass,99
56,expert,0.23635647766285348,1.71667693757469,0.14015231385002583,1.3368200062923705,0.14651516826543307,0.40981581154014923,12,pass,-0.1342135072978576,1.5571442903887864,-0.10663987484241921,1.2839068743341022,0.062162016622678076,0.18902117136182034,56,pass,-0.006474743793634065,1.473288556191173,0.15924647872933687,1.2114389117983553,0.13234827267262436,0.4625106764462091,10,pass,-0.06762128897785488,1.918455521320618,-0.027630302826258595,1.557514454497522,0.1283813557349947,0.46089444046140204,10,pass,-0.03206705020484027,1.6172657767242309,-0.07850115537039189,0.9552493894455031,0.21472302239224927,0.43907986113379155,10,pass,-0.09690939574891341,1.9134377135639482,0.0019340138401143221,1.5557777088758251,0.13031721597755322,0.4726860830441689,10,pass,108
57,expert,0.25638210687445645,1.5042881362096445,0.02217080755622963,1.5567844392594197,0.1257424325293221,0.46253672987693806,10,pass,0.0914791849254572,1.5372666818933693,0.010292347127514331,1.2374904912096318,0.05711292217312427,0.1615465797683714,78,pass,-0.24031160452141054,1.6556026123466498,-0.23360705017853134,1.1707439257546584,0.1522528464967105,0.4049396092001672,12,pass,-0.26762932881791784,1.4458453729299097,-0.17130687167196218,1.1698394774209913,0.14136590769228052,0.4483461226485692,10,pass,0.13198179328395906,1.449771454144111,0.07429547281993767,0.8151921248483511,0.23463646946192354,0.417725267472942,10,pass,0.03533754821340323,1.35076887152365,0.004788455837988767,1.5360206236374887,0.13003172177759476,0.4729575462865807,10,pass,130
58,expert,0.1758504906554299,1.7585948030721517,0.14045495976106054,1.3457296746373424,0.14714123391346695,0.40980560270195926,12,pass,-0.010837139895397876,2.1193818948709513,-0.0065183593446727466,1.587151186101139,0.09180538003346468,0.36834622374612247,16,pass,0.09006279146632902,1.2494985497258726,0.09932592033515052,1.2648232116603038,0.1854212803394626,0.4533025725360339,10,pass,0.08472816910829346,1.5768679287804666,0.13154840302544057,1.163950862385766,0.15169206872666827,0.440908797557671,10,pass,0.14953515563036976,1.873393869360088,0.2007849733698841,1.2159243083336333,0.1800746792669931,0.4357858986192984,10,pass,0.12027043239113532,1.7524827678309616,0.1185640404967922,1.2751612355077757,0.13566272862503326,0.3941556128763707,13,pass,71
59,expert,0.05464344768459259,2.269018859576219,0.01562700391609622,1.5812308782801188,0.1304470869313775,0.464130383716145,10,pass,0.12314419021426636,1.7196587255904594,-0.004647709947595355,1.295412599997884,0.06610804926788523,0.19776148826234946,52,pass,-0.01587744296649552,2.0931825376271425,-0.017122630757587822,1.571597289854291,0.1307719790433657,0.46148518538447314,10,pass,0.23395260011957122,1.482018197446809,0.07994625566116569,1.46455231175286,0.1473929429647649,0.465910167132569,10,pass,0.2361190258018446,1.3741436405774492,0.07469472281215109,0.8875668261973244,0.2528853912945338,0.4278426206239222,10,pass,0.3883886321025569,1.5796428001606706,0.13226298708827122,1.1064440537156712,0.1251719548445591,0.29402394439734636,23,pass,115
60,experienced,0.3169734900456295,0.9286579835257343,0.13566463519187946,1.007527572952084,0.09658814059379989,0.20282927232549533,50,pass,0.05743732149031815,1.1229045662983854,0.012714518920636143,0.9848372709155345,0.04756546954215355,0.12608149484008105,120,refer,0.040053258901464224,1.1304650226397228,-0.02206157199231643,1.484405450254098,0.1384130755052166,0.4524026202199736,10,pass,0.14364322387272688,1.1095719808110593,0.18472865235022373,0.7485251290310776,0.16770934689961461,0.28022075878901453,24,pass,0.12590233362160494,1.0845849389531774,0.09113557034838492,0.8583186562258895,0.22242045060621513,0.4437033513859226,10,pass,-0.020095778665060876,1.0231447732412278,-0.07948021940732529,1.0436392228657023,0.10259368487828673,0.2578202954873993,29,pass,243
