cand_id,tier,true_t_spike,true_ell_spike,hat_t_spike,hat_ell_spike,sd_t_spike,sd_ell_spike,n_trials_spike,decision_spike,true_t_seizure,true_ell_seizure,hat_t_seizure,hat_ell_seizure,sd_t_seizure,sd_ell_seizure,n_trials_seizure,decision_seizure,true_t_lpd,true_ell_lpd,hat_t_lpd,hat_ell_lpd,sd_t_lpd,sd_ell_lpd,n_trials_lpd,decision_lpd,true_t_gpd,true_ell_gpd,hat_t_gpd,hat_ell_gpd,sd_t_gpd,sd_ell_gpd,n_trials_gpd,decision_gpd,true_t_lrda,true_ell_lrda,hat_t_lrda,hat_ell_lrda,sd_t_lrda,sd_ell_lrda,n_trials_lrda,decision_lrda,true_t_grda,true_ell_grda,hat_t_grda,hat_ell_grda,sd_t_grda,sd_ell_grda,n_trials_grda,decision_grda,n_trials_total
10,expert,-0.15305664838941782,1.6250732087702078,-0.04943236448800167,1.4573296044883084,0.14049965353629298,0.4407548803249318,11,pass,0.24415363943785678,1.6462697672775837,0.10096219697923173,1.2799437268833171,0.06511206501068874,0.18182133167771353,61,pass,0.1580104670023458,1.8857335691252066,0.017066286364309662,1.5239644438423305,0.1329770909574448,0.4596547857005584,10,pass,0.2650783391299622,1.3287758217201717,0.05550805080950071,0.9537358476782181,0.20258331988147604,0.3803966213541506,13,pass,0.20919621477289596,2.1839591320128373,0.1398724870923115,1.2097908717456567,0.14371950746732737,0.44815091296272214,10,pass,0.075279185759623,1.4809814423682148,0.0024409897224469484,1.5620318035795895,0.12890335876612696,0.474351692742173,10,pass,115
11,expert,-0.07157849485586547,1.4179776399632535,-0.04220551630157938,1.1640132254993174,0.12605428916294303,0.2889196416274467,25,pass,0.06522729039858695,1.5695220560784415,0.021989919798805414,1.3190064555257432,0.06751448800786776,0.21097929715657335,46,pass,0.02671022587556035,0.9407484329186083,0.01980644219016957,1.0910546497620204,0.18233703161847492,0.39871238904133166,12,pass,0.02071958989892822,1.455224303749433,0.12951962263551992,1.1218663013903816,0.15610962537047834,0.4467518604606883,10,pass,0.05928457155246365,0.9718740461289687,0.16783841488424867,1.1244418891187473,0.15908818072338832,0.4570880868878561,10,pass,0.04331113272457805,0.5982986121349532,0.030853741866259766,0.7516853482466543,0.07346635476598937,0.13289908069538045,120,refer,223
12,expert,0.14133265046453286,1.4609409973922898,0.11666898556558447,1.323201967600561,0.13067526973645635,0.38204730492532074,14,pass,0.07741498103450895,1.2440872295748835,0.048307432008904305,1.0980006180161779,0.0534446285825345,0.13260469729647537,120,refer,0.06834974704636025,1.3771541308609871,-0.022148227242230454,0.995285845971817,0.17754913867254832,0.3531856417404788,15,pass,0.33602859110597977,1.4440223269097818,0.082320799297751,1.4343992072844465,0.15629626001474795,0.46016275707880244,10,pass,0.21906064500105826,1.4608209524817717,0.037719325966247,0.8936206011804209,0.2288263141989093,0.42692763504099596,10,pass,-0.5825680306984904,1.6026016718761942,-0.23976168136927833,1.1073523627101323,0.11646793394162092,0.29371117867015967,25,pass,194
13,expert,-0.4036753462948549,1.4935919069501353,-0.0660659595283832,1.432421191358039,0.1491253480896082,0.43664701179788296,11,pass,0.39129603597304374,1.4145895289461279,0.17283387816247497,1.0849271498358397,0.04981672850428404,0.13031809447511195,120,refer,0.12602676850263908,1.6590691510852345,0.056885838321452505,0.9946080726587948,0.1787676122279168,0.3758441195008277,13,pass,-0.2787526642604748,1.532728649709321,-0.05011363641397548,0.9533943342228571,0.19699909624313552,0.3881731896813859,12,pass,0.023009302252614786,1.4776038128327076,0.02318202365595727,1.5217620219725025,0.13719172986289044,0.45364322756348635,10,pass,-0.2258170297678619,1.6381274266979737,-0.001903424961447977,1.5019113713037502,0.14312510604809128,0.45929060484270123,10,pass,176
14,expert,-0.3025005795740405,2.2609545759060206,-0.18106167038259072,1.1604703987958571,0.1069025336406602,0.2921919314899738,23,pass,0.31545043250304944,1.9304907507748874,0.0964987030712107,1.3498453325489033,0.07354074900585561,0.2292465746890134,39,pass,-0.09860192336569505,1.9125996495662712,-0.14757212257501454,1.232763914001118,0.15783596474818554,0.43835119685022883,10,pass,0.3546241539355319,2.003525179676069,0.13820634318048378,1.277070710326623,0.15281136842876059,0.4429402447415087,10,pass,0.21230462007598228,1.376523767375026,0.015987549452702025,1.545087522019086,0.12570205555114497,0.4583021582883137,10,pass,-0.11044724114694067,1.7574824961097963,-0.1060210744577861,1.2906760697614452,0.11462682257079071,0.3851469630312894,14,pass,106
15,expert,-0.07935918642724756,2.048646049546842,-0.0989290079937241,1.288117657795847,0.11688613428039414,0.36112719949916416,15,pass,-0.17542065753916472,1.2104970882661137,-0.102109603542721,1.1134599177216622,0.049412887706801446,0.12638424280487168,120,refer,0.21203444012180125,1.5168439732306158,-0.13326270156988007,1.145522243718682,0.142806461006997,0.4202856421822662,11,pass,0.042601780008799744,1.5984555229462527,0.11892746169553343,1.1125286064116284,0.12733105071359277,0.4529149421645256,10,pass,0.4012755986751689,1.8098525696331218,0.025564262702949772,0.867738612758471,0.17215852551830158,0.43264853459112,10,pass,0.14506741257765599,2.1704940130996997,0.012697983294525766,1.4926349976133677,0.1268789948965488,0.4723721172404852,10,pass,176
16,expert,0.06866094378020737,1.6147739527591136,0.1258139785492983,1.255219769027958,0.11954432939248172,0.3619625694054246,15,pass,0.21553649621893173,1.8802599833282214,0.10128680050900332,1.2945504248944397,0.06294482270373362,0.19354656047262425,53,pass,0.1307561495047782,1.7695526363071186,0.0215739148907195,1.488044116096516,0.13756155744792228,0.4521816894770922,10,pass,-0.1227990624792338,1.5269215339888726,-0.03905103658719961,0.9763267036125887,0.17223347397148,0.4137101871776883,11,pass,0.3048232324270194,1.523062306597223,0.2073745496068691,1.1508526444365077,0.16744899597230087,0.4339378740204225,10,pass,-0.18463258269212707,1.8983128102936901,0.02144637484943457,1.2038741245414344,0.14082934151021484,0.3453660049221684,17,pass,116
17,expert,0.05125304453672959,1.4902679809290331,-0.05291221997316726,1.0953864019276989,0.107680750869354,0.263879096978525,27,pass,-0.24874714064734482,1.3913442845427921,-0.04622052242705762,1.3930781833191201,0.07227837761864558,0.24820486079287885,32,pass,-0.031159950333612775,1.2041007021235677,0.12570033506158476,1.1631047465029851,0.12250058285050738,0.45979479702973575,10,pass,-0.051319010830687364,1.8651427478795797,-0.013060936513074899,1.5497360357794754,0.11825878211295215,0.46184823822741394,10,pass,-0.04735000910718334,1.2038840303723806,-0.14542435402234946,1.132153217683139,0.14214765149645342,0.4432267788775001,10,pass,-0.02801334424413365,1.3282228535554674,0.00708359677528076,1.525844208012309,0.12323889216803333,0.4727561862842517,10,pass,99
18,expert,-0.46314999199179074,1.5367928502400487,-0.25171712519482564,1.0350089400439189,0.09310146902001472,0.21888847790931307,41,pass,0.25713571838771837,1.0975431068995483,0.12655577739258322,1.0753494040541127,0.047863804552975474,0.1259667870298062,120,refer,0.08235768020783624,1.5036817636019961,0.030542477240975016,0.9963823999315019,0.1782804656756771,0.36256467736443915,14,pass,-0.060403911393310084,1.9225661214734373,-0.01157532394598594,1.5256938244541087,0.126709473173116,0.45799430342626213,10,pass,0.2085567727470058,1.4366118956137672,0.16985739513248083,1.1493134849016953,0.14337432773172148,0.44378544558845834,10,pass,-0.10613627493893847,1.325216590904541,-0.03413332257013229,1.0865646875605515,0.10707243861241063,0.27601142922435806,25,pass,220
19,expert,-0.03517484718518279,1.250019286932888,0.024378074799761854,1.1253294367886677,0.10829599181849725,0.2741204031783319,27,pass,0.14761769630278418,1.3528237008288222,0.06647924809858251,1.2253359226165628,0.053842125342346024,0.153877409725631,88,pass,0.22592005475388235,1.195716373603839,0.19723639799372514,1.145609971155684,0.1584943162471366,0.4432251041873381,10,pass,0.4184080749935862,1.7396209168943941,0.3286139898867192,0.9980936776032486,0.21710592495213055,0.4320242407108908,10,pass,-0.24991032719006545,1.7208210956590608,-0.1611165507306769,1.2016452387859085,0.14581642464356914,0.4507919869330443,10,pass,-0.16206833324608108,1.939900651837658,-0.09665470562486697,1.2850659117966496,0.12112947164796095,0.38627822550233654,14,pass,159
20,expert,0.07461799799312173,1.7401132658779614,0.14066165546043552,1.2879613563822736,0.1290185956656571,0.373814845564037,14,pass,0.4432877873990534,2.111078128121769,0.15253520645696184,1.1451568330018742,0.045676289890570376,0.12793912956812273,120,refer,0.2568101163071602,2.3515966544837035,0.14328572520740818,1.110658687362568,0.12883789605715337,0.42822393035605777,11,pass,0.04828668985091501,1.8100077116755022,0.13945547128218608,1.1080286925325737,0.14809430136837354,0.44106762561581075,10,pass,0.21209370474216796,1.816858959646134,0.20134077158984195,1.140793488561987,0.1626589827731933,0.4348136687690201,10,pass,-0.41159265065402617,1.770247019633861,-0.2364955642136844,1.0976051894810637,0.11245046998192836,0.28067092387557785,26,pass,191
21,expert,0.020777114760231224,1.904813666758202,-0.08689283353819278,1.2815645901822212,0.10968585961525999,0.364146872453691,15,pass,0.19227228540603503,1.5510053711301652,0.08998702716374103,1.340335331807113,0.06921555644901245,0.22273497078877333,41,pass,-0.16887431120647178,1.5752845945090639,-0.10293929671683257,1.0899305485959763,0.16088612653789194,0.39906914490233514,12,pass,-0.23882448547902813,1.824894623964715,-0.18873529875371567,1.2148987714640163,0.15262732226624234,0.4401493312502244,10,pass,0.16023028938634457,1.8428535275770814,0.14208533939582543,1.1360728252453958,0.12760710933077263,0.45749643819399394,10,pass,0.07846053044998305,1.6642811286019155,0.003159493992038302,1.5164858130126506,0.12639967234736446,0.46827794203262935,10,pass,98
22,expert,-0.07539360567140818,1.3872072727170008,-0.05533846581414662,1.1715346651376246,0.12060525002835473,0.29692459972839064,23,pass,-0.08274675436398621,1.4105307984816062,-0.032466600350608034,1.2285235357543798,0.05426398769175664,0.15562559437798051,82,pass,0.09970449148125901,2.088285178102561,0.04636527122618937,1.3958199940303984,0.16358851977096406,0.46216757204733805,10,pass,-0.022270732012356447,1.8356897380927153,0.14056241706396413,1.206985588070244,0.1883636618268471,0.4442303363431688,10,pass,0.3202261570713286,1.4999365493627492,0.04366677837549463,0.8725012092651845,0.240473160164165,0.4230542700910382,10,pass,0.1504662667465232,1.6291165263631857,-0.002896789240041264,1.1308658584798517,0.1240869865699429,0.30395988204828245,21,pass,156
23,expert,-0.19172129326723675,1.8735075289508052,-0.0708444306095729,1.434746301982183,0.1488862637481125,0.4596874297778631,10,pass,0.21400712551497683,1.7153004720446512,0.09456362910243683,1.3433138281724506,0.07207575977828315,0.22144805854841798,41,pass,0.14848376538173264,1.3646780621236643,0.05007364349662028,1.0149696025806467,0.1800795256468972,0.37760198540325585,13,pass,-0.03298734120129412,1.4573655410253734,-0.01976754294981161,1.6132226896120583,0.12159872524620789,0.4667488578618034,10,pass,-0.17034916242226683,1.4825408078252105,-0.06534469746933329,1.5003640950331296,0.1386630674789274,0.4657908968987748,10,pass,-0.10052206360028682,1.7591787064395668,-0.0014780564941746601,1.5917030333193627,0.12615041967422722,0.475777741368344,10,pass,94
