arm,level,concord,seed,n_ad6,stop_reason,n_joint_shadow,terminal_post_corr,t1_max_dev,verdicts,true_l
OFF,-0.6,discordant,55146,202,all_resolved,,-0.020975571724957457,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.368|-1.114|-0.900|-1.153|-0.154|-1.192|-0.943
ON,-0.6,discordant,55147,196,all_resolved,,0.019762926964454648,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.324|0.439|-0.219|-1.748|-0.451|-0.601|-0.721
OFF,-0.6,discordant,55147,227,all_resolved,,-0.015656788686565344,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.324|0.439|-0.219|-1.748|-0.451|-0.601|-0.721
ON,-0.6,discordant,55148,197,all_resolved,,0.005128723071453685,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.286|-1.153|-0.969|-1.213|-1.589|-0.608|-0.424
OFF,-0.6,discordant,55148,186,all_resolved,,-1.6421568034860252e-05,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.286|-1.153|-0.969|-1.213|-1.589|-0.608|-0.424
ON,-0.6,discordant,55149,300,bank_exhausted,,0.015194006198853142,0.0,PASS|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|PASS,-0.446|-1.043|-0.485|-0.083|-0.299|-1.761|0.412
OFF,-0.6,discordant,55149,197,all_resolved,,-0.00022853188006599395,0.0,PASS|FAIL|FAIL|PASS|FAIL|FAIL|PASS,-0.446|-1.043|-0.485|-0.083|-0.299|-1.761|0.412
ON,-0.6,discordant,55150,257,all_resolved,,-0.0008031968010291297,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.872|-0.602|-0.892|-1.649|-0.479|0.019|0.078
OFF,-0.6,discordant,55150,227,all_resolved,,0.0010999026916960603,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|PASS,-0.872|-0.602|-0.892|-1.649|-0.479|0.019|0.078
ON,-0.6,discordant,55151,193,all_resolved,,0.029226935357544653,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|PASS|FAIL,-1.425|-0.566|-0.586|-1.343|0.026|-0.318|-0.782
OFF,-0.6,discordant,55151,238,all_resolved,,0.018826848475583094,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.425|-0.566|-0.586|-1.343|0.026|-0.318|-0.782
ON,-0.6,discordant,55152,185,all_resolved,,0.00016241989954942433,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.768|-0.193|-0.934|-0.297|-1.289|-0.282|-0.942
OFF,-0.6,discordant,55152,300,bank_exhausted,,0.018950874781083715,0.0,FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|FAIL,-0.768|-0.193|-0.934|-0.297|-1.289|-0.282|-0.942
ON,-0.6,discordant,55153,183,all_resolved,,0.029228061928156846,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.042|-0.156|-0.981|0.027|-0.591|-0.264|-0.414
OFF,-0.6,discordant,55153,196,all_resolved,,-0.013138473442363473,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.042|-0.156|-0.981|0.027|-0.591|-0.264|-0.414
ON,-0.6,discordant,55154,300,bank_exhausted,,0.003797724854072315,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,-1.059|-0.393|-0.586|-0.204|-1.220|-1.050|-1.276
OFF,-0.6,discordant,55154,300,bank_exhausted,,-0.03327755916663774,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,-1.059|-0.393|-0.586|-0.204|-1.220|-1.050|-1.276
ON,-0.6,discordant,55155,184,all_resolved,,0.04937286061864454,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.655|-0.305|-0.366|-0.332|-1.084|-0.493|-0.980
OFF,-0.6,discordant,55155,300,bank_exhausted,,-0.0017434138357966514,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,-0.655|-0.305|-0.366|-0.332|-1.084|-0.493|-0.980
ON,-0.6,discordant,55156,300,bank_exhausted,,0.006428615692858519,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL,-0.613|-0.943|1.070|-0.273|-0.197|-0.797|0.215
OFF,-0.6,discordant,55156,238,all_resolved,,0.022216683375574725,0.0,FAIL|FAIL|PASS|FAIL|FAIL|FAIL|PASS,-0.613|-0.943|1.070|-0.273|-0.197|-0.797|0.215
ON,-0.6,discordant,55157,191,all_resolved,,0.013014477231822868,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.673|-1.056|-0.530|0.389|-0.234|-1.826|-1.627
OFF,-0.6,discordant,55157,186,all_resolved,,-0.023404387627597955,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.673|-1.056|-0.530|0.389|-0.234|-1.826|-1.627
ON,-0.6,discordant,55158,244,all_resolved,,0.004209030357831124,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.795|-0.096|-0.396|-0.620|-0.235|-1.298|-0.768
OFF,-0.6,discordant,55158,300,bank_exhausted,,0.015056833613856554,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,-1.795|-0.096|-0.396|-0.620|-0.235|-1.298|-0.768
ON,-0.6,discordant,55159,300,bank_exhausted,,0.005225154895845808,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,-0.513|-0.100|-1.204|-0.845|-1.613|-0.192|-1.967
OFF,-0.6,discordant,55159,202,all_resolved,,0.0077650032053366395,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.513|-0.100|-1.204|-0.845|-1.613|-0.192|-1.967
ON,-0.6,discordant,55160,300,bank_exhausted,,0.047518111940498986,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,0.428|-1.008|-1.066|-0.368|-1.181|0.390|-0.016
OFF,-0.6,discordant,55160,212,all_resolved,,0.026963139160165656,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|PASS,0.428|-1.008|-1.066|-0.368|-1.181|0.390|-0.016
ON,-0.6,discordant,55161,203,all_resolved,,-0.0035754297173131782,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.049|-0.485|-0.768|-0.377|-0.968|-0.287|-0.587
OFF,-0.6,discordant,55161,249,all_resolved,,0.006592538286651149,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.049|-0.485|-0.768|-0.377|-0.968|-0.287|-0.587
ON,-0.6,discordant,55162,300,bank_exhausted,,0.013001863847357248,0.0,PASS|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,0.377|0.664|-0.062|-1.884|-1.760|-1.240|-0.730
OFF,-0.6,discordant,55162,300,bank_exhausted,,-0.0015722274299624357,0.0,REFER_BORDERLINE|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,0.377|0.664|-0.062|-1.884|-1.760|-1.240|-0.730
ON,-0.6,discordant,55163,300,bank_exhausted,,0.048841063805500164,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.929|-0.606|-0.459|-0.277|-1.305|-0.040|0.071
OFF,-0.6,discordant,55163,300,bank_exhausted,,0.0015548528594144138,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.929|-0.606|-0.459|-0.277|-1.305|-0.040|0.071
ON,-0.6,discordant,55164,183,all_resolved,,0.018623199463059965,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.547|-0.431|-0.906|-1.344|-0.762|-0.589|-0.815
OFF,-0.6,discordant,55164,280,all_resolved,,0.012839691533659804,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.547|-0.431|-0.906|-1.344|-0.762|-0.589|-0.815
ON,-0.6,discordant,55165,300,bank_exhausted,,0.008330710340976372,0.0,FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|FAIL,-0.825|-0.212|-1.120|-0.197|0.296|0.185|-0.626
OFF,-0.6,discordant,55165,300,bank_exhausted,,0.008603822612481216,0.0,FAIL|FAIL|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|PASS|FAIL,-0.825|-0.212|-1.120|-0.197|0.296|0.185|-0.626
ON,-0.6,discordant,55166,300,bank_exhausted,,-0.029662750059649863,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL,-0.698|-0.341|-1.095|-1.188|0.236|0.648|-0.479
OFF,-0.6,discordant,55166,300,bank_exhausted,,-0.012528162394415378,0.0,FAIL|FAIL|FAIL|FAIL|PASS|REFER_BORDERLINE|FAIL,-0.698|-0.341|-1.095|-1.188|0.236|0.648|-0.479
ON,-0.6,discordant,55167,202,all_resolved,202,0.004501056150405645,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.626|-1.055|-1.549|-1.367|-0.547|-0.383|-1.531
OFF,-0.6,discordant,55167,257,all_resolved,,0.0038206150640159387,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.626|-1.055|-1.549|-1.367|-0.547|-0.383|-1.531
ON,-0.6,discordant,55168,193,all_resolved,193,0.03930982492285716,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.532|-1.643|-0.949|-1.072|-1.382|-0.142|-1.527
OFF,-0.6,discordant,55168,194,all_resolved,,0.011896454758644523,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.532|-1.643|-0.949|-1.072|-1.382|-0.142|-1.527
ON,-0.6,discordant,55169,184,all_resolved,,0.022368292243295985,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.241|-0.248|-0.444|-1.617|0.362|-0.179|-0.119
OFF,-0.6,discordant,55169,300,bank_exhausted,,0.019620969929821586,0.0,FAIL|PASS|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL,-1.241|-0.248|-0.444|-1.617|0.362|-0.179|-0.119
ON,-0.6,discordant,55170,300,bank_exhausted,,0.004817728647821072,0.0,REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,0.036|-0.632|-0.556|0.062|-0.318|-0.984|-1.140
OFF,-0.6,discordant,55170,300,bank_exhausted,,0.004456026545083464,0.0,PASS|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,0.036|-0.632|-0.556|0.062|-0.318|-0.984|-1.140
ON,-0.6,discordant,55171,300,bank_exhausted,,0.045901196772610314,0.0,FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,-0.773|-1.894|-0.110|-0.347|-0.355|0.208|-1.459
OFF,-0.6,discordant,55171,206,all_resolved,,-0.0038517084383137014,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.773|-1.894|-0.110|-0.347|-0.355|0.208|-1.459
ON,-0.6,discordant,55172,195,all_resolved,,0.037464189564194,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.788|-0.515|-0.321|-0.464|-0.265|-0.886|-0.589
OFF,-0.6,discordant,55172,185,all_resolved,,0.016758835104500897,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.788|-0.515|-0.321|-0.464|-0.265|-0.886|-0.589
ON,-0.6,discordant,55173,208,all_resolved,,0.026625385577024745,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.985|-1.036|-1.192|0.322|-0.545|-0.993|-0.157
OFF,-0.6,discordant,55173,300,bank_exhausted,,-0.02607674913938823,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,-0.985|-1.036|-1.192|0.322|-0.545|-0.993|-0.157
ON,-0.6,discordant,55174,184,all_resolved,,0.01816544458891966,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.509|-0.782|-0.396|0.021|-0.825|-0.683|-1.224
OFF,-0.6,discordant,55174,255,all_resolved,,-0.004918373395220573,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.509|-0.782|-0.396|0.021|-0.825|-0.683|-1.224
ON,-0.6,discordant,55175,218,all_resolved,,0.027046936997167544,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.061|-0.280|0.230|-0.031|-1.378|-0.590|-1.915
OFF,-0.6,discordant,55175,202,all_resolved,,0.001717519202415168,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.061|-0.280|0.230|-0.031|-1.378|-0.590|-1.915
ON,-0.6,discordant,55176,228,all_resolved,,0.03143054850799297,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.290|-0.674|-1.824|-0.616|-1.028|-0.913|-0.048
OFF,-0.6,discordant,55176,300,bank_exhausted,,-0.0018309754113864855,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.290|-0.674|-1.824|-0.616|-1.028|-0.913|-0.048
ON,-0.6,discordant,55177,300,bank_exhausted,,0.015020873283257116,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-1.449|-0.318|0.113|0.164|0.229|-0.473|0.505
OFF,-0.6,discordant,55177,300,bank_exhausted,,0.01411670249917808,0.0,FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|PASS,-1.449|-0.318|0.113|0.164|0.229|-0.473|0.505
ON,-0.6,discordant,55178,300,bank_exhausted,,0.017454885516336786,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.633|-0.404|-1.020|-0.560|-1.079|-1.259|-0.014
OFF,-0.6,discordant,55178,178,all_resolved,,-0.017801325200043884,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.633|-0.404|-1.020|-0.560|-1.079|-1.259|-0.014
ON,-0.6,discordant,55179,222,all_resolved,,0.01794155970839791,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.639|-0.499|-0.921|-0.296|-0.044|-0.388|-0.046
OFF,-0.6,discordant,55179,300,bank_exhausted,,0.012934245548899988,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.639|-0.499|-0.921|-0.296|-0.044|-0.388|-0.046
ON,-0.6,discordant,55180,286,all_resolved,,0.004248270206834397,0.0,FAIL|FAIL|PASS|FAIL|FAIL|FAIL|FAIL,0.206|-1.145|0.347|-0.546|-0.749|-0.948|0.805
OFF,-0.6,discordant,55180,300,bank_exhausted,,-0.016623554285863124,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|PASS,0.206|-1.145|0.347|-0.546|-0.749|-0.948|0.805
ON,-0.6,discordant,55181,199,all_resolved,199,0.04379202852657867,0.0,PASS|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,1.294|-0.433|-0.758|-0.367|-0.751|-1.096|-0.688
OFF,-0.6,discordant,55181,174,all_resolved,,-0.0018328004331419933,0.0,PASS|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,1.294|-0.433|-0.758|-0.367|-0.751|-1.096|-0.688
ON,-0.6,discordant,55182,260,all_resolved,,0.023193782358470187,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.125|-0.955|-1.140|-0.803|-0.150|-0.357|-1.689
OFF,-0.6,discordant,55182,230,all_resolved,,-0.031917669824959465,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.125|-0.955|-1.140|-0.803|-0.150|-0.357|-1.689
ON,-0.6,discordant,55183,300,bank_exhausted,,-0.01624730464198689,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.342|-1.115|-0.038|-1.004|-0.663|-0.713|-0.583
OFF,-0.6,discordant,55183,300,bank_exhausted,,-0.007272592726350098,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.342|-1.115|-0.038|-1.004|-0.663|-0.713|-0.583
ON,-0.6,discordant,55184,300,bank_exhausted,,-0.004920935213855365,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,-0.441|-0.661|0.351|-0.364|-0.392|-0.565|-0.199
OFF,-0.6,discordant,55184,300,bank_exhausted,,0.008234672811531927,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|FAIL,-0.441|-0.661|0.351|-0.364|-0.392|-0.565|-0.199
ON,-0.6,discordant,55185,300,bank_exhausted,,0.025698761754000453,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL,0.206|-0.082|-0.913|-1.579|-0.174|-0.731|-0.470
OFF,-0.6,discordant,55185,300,bank_exhausted,,0.014620257669732453,0.0,REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,0.206|-0.082|-0.913|-1.579|-0.174|-0.731|-0.470
ON,-0.6,discordant,55186,300,bank_exhausted,,0.018876754330075688,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,-0.805|-1.160|0.512|-1.495|-0.521|0.157|-0.659
OFF,-0.6,discordant,55186,300,bank_exhausted,,0.00256354751489788,0.0,FAIL|FAIL|PASS|FAIL|FAIL|REFER_BORDERLINE|FAIL,-0.805|-1.160|0.512|-1.495|-0.521|0.157|-0.659
ON,-0.6,discordant,55187,208,all_resolved,,0.03128490404934753,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.006|-0.346|-1.086|-0.420|-0.839|-0.484|-1.474
OFF,-0.6,discordant,55187,192,all_resolved,,0.00119255584623971,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.006|-0.346|-1.086|-0.420|-0.839|-0.484|-1.474
ON,-0.6,discordant,55188,300,bank_exhausted,,0.0062931197456062345,0.0,FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,-1.071|-2.152|0.342|0.190|-1.120|0.148|-0.162
OFF,-0.6,discordant,55188,283,all_resolved,,-0.014118705084559216,0.0,FAIL|FAIL|PASS|FAIL|FAIL|FAIL|FAIL,-1.071|-2.152|0.342|0.190|-1.120|0.148|-0.162
ON,-0.6,discordant,55189,300,bank_exhausted,,0.012824231448330104,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-1.134|-0.863|-0.952|0.034|0.543|-0.508|-0.181
OFF,-0.6,discordant,55189,300,bank_exhausted,,-0.01331111599539078,0.0,FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL,-1.134|-0.863|-0.952|0.034|0.543|-0.508|-0.181
ON,-0.6,discordant,55190,230,all_resolved,,0.011887118949824095,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.037|0.463|-0.658|-0.328|-0.792|-0.719|-0.948
OFF,-0.6,discordant,55190,300,bank_exhausted,,-0.014867041814527653,0.0,REFER_BORDERLINE|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.037|0.463|-0.658|-0.328|-0.792|-0.719|-0.948
ON,-0.6,discordant,55191,206,all_resolved,,0.04449904141786171,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.357|-0.445|-1.331|-0.039|0.179|-0.270|-0.986
OFF,-0.6,discordant,55191,282,all_resolved,,0.008984737814172968,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.357|-0.445|-1.331|-0.039|0.179|-0.270|-0.986
ON,-0.6,discordant,55192,174,all_resolved,,0.06030027667642507,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.789|-0.796|-0.093|-1.428|-0.798|-0.554|-1.036
OFF,-0.6,discordant,55192,230,all_resolved,,0.005834279344485434,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.789|-0.796|-0.093|-1.428|-0.798|-0.554|-1.036
ON,-0.6,discordant,55193,194,all_resolved,,0.036067725138524444,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.544|-0.565|-0.855|-0.392|-0.406|-0.571|0.038
OFF,-0.6,discordant,55193,300,bank_exhausted,,0.03110017191516201,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.544|-0.565|-0.855|-0.392|-0.406|-0.571|0.038
ON,-0.6,discordant,55194,300,bank_exhausted,,0.014718603497429757,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-1.961|-0.359|-0.170|-0.588|-1.298|-0.439|0.436
OFF,-0.6,discordant,55194,300,bank_exhausted,,-0.003107964234640854,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-1.961|-0.359|-0.170|-0.588|-1.298|-0.439|0.436
ON,-0.6,discordant,55195,195,all_resolved,,0.026784112516060225,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.896|-0.875|-0.613|-0.332|-1.327|-0.837|-0.972
OFF,-0.6,discordant,55195,196,all_resolved,,-0.035634555704839886,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.896|-0.875|-0.613|-0.332|-1.327|-0.837|-0.972
ON,-0.6,discordant,55196,185,all_resolved,,0.001419254117988534,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.823|-0.444|-0.588|-0.074|-0.456|-0.565|-0.714
OFF,-0.6,discordant,55196,205,all_resolved,,-0.002544486883113809,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|FAIL,-0.823|-0.444|-0.588|-0.074|-0.456|-0.565|-0.714
ON,-0.6,discordant,55197,196,all_resolved,,0.006273729070615923,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.256|-1.908|-1.233|-0.062|-0.700|-0.826|-0.831
OFF,-0.6,discordant,55197,214,all_resolved,,-0.01662636012725868,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.256|-1.908|-1.233|-0.062|-0.700|-0.826|-0.831
ON,-0.6,discordant,55198,206,all_resolved,,0.05406154094388903,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.973|-0.631|-0.542|-0.075|-0.136|-2.013|-0.880
OFF,-0.6,discordant,55198,193,all_resolved,,-0.007345303882457307,0.0,FAIL|FAIL|FAIL|FAIL|PASS|FAIL|FAIL,-0.973|-0.631|-0.542|-0.075|-0.136|-2.013|-0.880
ON,-0.6,discordant,55199,202,all_resolved,,0.0036535866119385744,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.993|-0.715|-0.027|0.043|-0.223|-0.940|-0.927
OFF,-0.6,discordant,55199,182,all_resolved,,-0.0022530553639206197,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.993|-0.715|-0.027|0.043|-0.223|-0.940|-0.927
ON,-0.6,discordant,55200,216,all_resolved,,0.016941776154808453,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.888|-1.138|-0.595|-0.038|-0.267|-1.126|-0.928
OFF,-0.6,discordant,55200,235,all_resolved,,-0.0036457563722177943,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|FAIL,-0.888|-1.138|-0.595|-0.038|-0.267|-1.126|-0.928
ON,-0.6,discordant,55201,231,all_resolved,,0.02370680458410726,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.328|0.009|-0.190|-0.526|-1.124|-0.476|-0.865
OFF,-0.6,discordant,55201,181,all_resolved,,-0.004106373039194562,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.328|0.009|-0.190|-0.526|-1.124|-0.476|-0.865
ON,-0.6,discordant,55202,261,all_resolved,,0.007204134352786794,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.068|-1.202|-0.960|-1.116|-0.821|-0.616|-0.711
OFF,-0.6,discordant,55202,185,all_resolved,,-0.005251017202203935,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.068|-1.202|-0.960|-1.116|-0.821|-0.616|-0.711
ON,-0.6,discordant,55203,295,all_resolved,,0.018973557185732497,0.0,PASS|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.785|-0.900|-0.124|-0.684|-0.832|0.072|-0.031
OFF,-0.6,discordant,55203,282,all_resolved,,-0.01202702526654434,0.0,PASS|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.785|-0.900|-0.124|-0.684|-0.832|0.072|-0.031
ON,-0.6,discordant,55204,197,all_resolved,,0.04297158527101145,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|PASS,-1.455|-0.888|0.050|0.466|-0.327|-0.184|1.066
OFF,-0.6,discordant,55204,221,all_resolved,,-0.000391656521348111,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|PASS,-1.455|-0.888|0.050|0.466|-0.327|-0.184|1.066
ON,-0.6,discordant,55205,300,bank_exhausted,,-0.007995939046895086,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,-1.168|0.531|-1.291|-0.465|-0.748|0.155|-0.900
OFF,-0.6,discordant,55205,275,all_resolved,,0.02431196093089728,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-1.168|0.531|-1.291|-0.465|-0.748|0.155|-0.900
ON,-0.6,discordant,55206,300,bank_exhausted,,0.026724354393447183,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,0.045|0.304|-0.790|0.006|-0.664|-1.287|-0.366
OFF,-0.6,discordant,55206,241,all_resolved,,-0.028831289634008404,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,0.045|0.304|-0.790|0.006|-0.664|-1.287|-0.366
ON,-0.6,discordant,55207,300,bank_exhausted,,0.0203107936585026,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,-0.751|-0.441|-1.797|-1.672|-1.733|-0.022|-0.785
OFF,-0.6,discordant,55207,300,bank_exhausted,,-0.01033104604115879,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,-0.751|-0.441|-1.797|-1.672|-1.733|-0.022|-0.785
ON,-0.6,discordant,55208,259,all_resolved,,0.004693396020264818,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.736|-0.839|-0.660|-0.481|-0.681|0.064|-0.055
OFF,-0.6,discordant,55208,205,all_resolved,,0.027341336465414617,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-1.736|-0.839|-0.660|-0.481|-0.681|0.064|-0.055
