arm,level,concord,seed,n_ad6,stop_reason,n_joint_shadow,terminal_post_corr,t1_max_dev,verdicts,true_l
ON,0.0,discordant,55362,300,bank_exhausted,,0.03268099483482275,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.927|0.155|-0.045|-1.372|-0.421|0.192|0.405
OFF,0.0,discordant,55362,300,bank_exhausted,,0.0016520623701673806,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|PASS,-0.927|0.155|-0.045|-1.372|-0.421|0.192|0.405
ON,0.0,discordant,55363,191,all_resolved,,0.040456881627989744,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.105|-0.173|0.102|-0.048|-0.483|-0.666|0.534
OFF,0.0,discordant,55363,300,bank_exhausted,,-0.005080469461069943,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.105|-0.173|0.102|-0.048|-0.483|-0.666|0.534
ON,0.0,discordant,55364,265,all_resolved,,-0.0012118452509418292,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|PASS,0.024|-0.371|-0.513|0.559|0.187|0.119|0.039
OFF,0.0,discordant,55364,300,bank_exhausted,,0.006384693799414685,0.0,PASS|FAIL|FAIL|PASS|FAIL|PASS|REFER_BORDERLINE,0.024|-0.371|-0.513|0.559|0.187|0.119|0.039
ON,0.0,discordant,55365,210,all_resolved,,-0.005808420959972889,0.0,PASS|FAIL|FAIL|FAIL|FAIL|FAIL|PASS,0.341|-0.293|0.262|-0.427|-0.676|0.110|0.611
OFF,0.0,discordant,55365,300,bank_exhausted,,-0.028071704894869685,0.0,PASS|REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|PASS,0.341|-0.293|0.262|-0.427|-0.676|0.110|0.611
ON,0.0,discordant,55366,300,bank_exhausted,,-0.0038796147786267976,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|PASS,0.009|0.424|-0.412|-0.397|-0.159|0.264|1.149
OFF,0.0,discordant,55366,209,all_resolved,,0.005282467511027568,0.0,PASS|FAIL|FAIL|FAIL|FAIL|PASS|PASS,0.009|0.424|-0.412|-0.397|-0.159|0.264|1.149
ON,0.0,discordant,55367,300,bank_exhausted,,0.023402662114799137,0.0,FAIL|FAIL|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE|FAIL,0.142|-0.703|0.576|-0.883|-0.241|0.670|0.020
OFF,0.0,discordant,55367,206,all_resolved,,0.0024873479813605475,0.0,FAIL|FAIL|PASS|FAIL|FAIL|PASS|FAIL,0.142|-0.703|0.576|-0.883|-0.241|0.670|0.020
ON,0.0,discordant,55368,300,bank_exhausted,,0.029095662655661436,0.0,FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|PASS|FAIL,-0.724|0.474|-0.207|0.892|-0.331|0.493|-0.377
OFF,0.0,discordant,55368,208,all_resolved,,-0.0012023001686344834,0.0,FAIL|PASS|FAIL|PASS|FAIL|PASS|FAIL,-0.724|0.474|-0.207|0.892|-0.331|0.493|-0.377
ON,0.0,discordant,55369,180,all_resolved,,0.015845001198019522,0.0,PASS|FAIL|FAIL|PASS|FAIL|FAIL|FAIL,-0.042|-0.703|-0.383|0.917|-0.336|-0.466|-0.322
OFF,0.0,discordant,55369,188,all_resolved,,0.01004814289753694,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|FAIL,-0.042|-0.703|-0.383|0.917|-0.336|-0.466|-0.322
ON,0.0,discordant,55370,300,bank_exhausted,,0.04794633149939549,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,0.041|-0.802|0.701|-0.147|-0.267|-0.200|-0.249
OFF,0.0,discordant,55370,300,bank_exhausted,,0.001269881362669791,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,0.041|-0.802|0.701|-0.147|-0.267|-0.200|-0.249
ON,0.0,discordant,55371,286,all_resolved,,0.01280203762261026,0.0,PASS|FAIL|FAIL|FAIL|PASS|FAIL|PASS,0.120|-1.151|0.127|-0.126|0.311|-0.552|-0.176
OFF,0.0,discordant,55371,300,bank_exhausted,,0.0302550746531504,0.0,PASS|FAIL|FAIL|PASS|REFER_BORDERLINE|FAIL|FAIL,0.120|-1.151|0.127|-0.126|0.311|-0.552|-0.176
ON,0.0,discordant,55372,300,bank_exhausted,,-0.0030229619032939767,0.0,REFER_BORDERLINE|PASS|PASS|PASS|PASS|PASS|REFER_BORDERLINE,0.448|1.051|1.301|0.450|1.378|0.444|0.508
OFF,0.0,discordant,55372,300,bank_exhausted,,0.02930078865163193,0.0,FAIL|PASS|PASS|PASS|PASS|FAIL|REFER_BORDERLINE,0.448|1.051|1.301|0.450|1.378|0.444|0.508
ON,0.0,discordant,55373,300,bank_exhausted,,-0.0018470855191592204,0.0,REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|PASS,-0.184|-0.044|-0.304|0.355|-0.314|-0.389|0.824
OFF,0.0,discordant,55373,300,bank_exhausted,,-0.0198820313484056,0.0,PASS|FAIL|FAIL|PASS|REFER_BORDERLINE|FAIL|PASS,-0.184|-0.044|-0.304|0.355|-0.314|-0.389|0.824
ON,0.0,discordant,55374,300,bank_exhausted,,0.0007621707607799588,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.278|-0.165|-0.691|-0.676|-1.340|-0.149|-0.072
OFF,0.0,discordant,55374,300,bank_exhausted,,-0.010680088573123964,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.278|-0.165|-0.691|-0.676|-1.340|-0.149|-0.072
ON,0.0,discordant,55375,300,bank_exhausted,,0.019284245471035782,0.0,FAIL|FAIL|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL,-1.094|0.352|0.205|0.413|-0.016|0.170|0.012
OFF,0.0,discordant,55375,300,bank_exhausted,,-0.017119006372998295,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|REFER_BORDERLINE,-1.094|0.352|0.205|0.413|-0.016|0.170|0.012
ON,0.0,discordant,55376,229,all_resolved,,0.0010502203012485042,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.296|-0.917|-0.622|-0.181|-1.089|-0.277|-0.150
OFF,0.0,discordant,55376,197,all_resolved,,0.0016933328782238724,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.296|-0.917|-0.622|-0.181|-1.089|-0.277|-0.150
ON,0.0,discordant,55377,300,bank_exhausted,,0.02199326734160561,0.0,FAIL|PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|FAIL|FAIL,-0.197|0.743|0.430|-0.915|0.364|-0.228|0.193
OFF,0.0,discordant,55377,300,bank_exhausted,,-0.010038667260074262,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.197|0.743|0.430|-0.915|0.364|-0.228|0.193
ON,0.0,discordant,55378,300,bank_exhausted,,0.013577916584609415,0.0,PASS|REFER_BORDERLINE|FAIL|FAIL|FAIL|REFER_BORDERLINE|PASS,-0.113|0.337|0.273|-0.458|-0.711|0.369|1.089
OFF,0.0,discordant,55378,300,bank_exhausted,,-0.009967384722969645,0.0,FAIL|PASS|FAIL|PASS|FAIL|REFER_BORDERLINE|PASS,-0.113|0.337|0.273|-0.458|-0.711|0.369|1.089
ON,0.0,discordant,55379,300,bank_exhausted,,0.002548393472275063,0.0,PASS|PASS|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL,0.600|0.038|0.321|0.759|-0.547|0.437|-0.889
OFF,0.0,discordant,55379,300,bank_exhausted,,-0.014071629772870712,0.0,PASS|REFER_BORDERLINE|FAIL|PASS|FAIL|PASS|FAIL,0.600|0.038|0.321|0.759|-0.547|0.437|-0.889
ON,0.0,discordant,55380,247,all_resolved,,0.0069208845119657185,0.0,FAIL|PASS|FAIL|FAIL|PASS|PASS|FAIL,-0.399|1.682|0.450|-0.451|0.746|0.926|-0.269
OFF,0.0,discordant,55380,216,all_resolved,,0.007338892583484631,0.0,FAIL|PASS|FAIL|FAIL|PASS|PASS|FAIL,-0.399|1.682|0.450|-0.451|0.746|0.926|-0.269
ON,0.0,discordant,55381,185,all_resolved,,0.010547940746125412,0.0,FAIL|PASS|FAIL|FAIL|PASS|FAIL|FAIL,0.317|0.249|-0.240|-0.501|0.935|-0.190|-0.251
OFF,0.0,discordant,55381,300,bank_exhausted,,0.012528461877974786,0.0,REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL|PASS|FAIL|FAIL,0.317|0.249|-0.240|-0.501|0.935|-0.190|-0.251
ON,0.0,discordant,55382,300,bank_exhausted,,0.013627164960906945,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.405|-0.082|0.008|-0.028|-0.459|-1.251|-0.240
OFF,0.0,discordant,55382,300,bank_exhausted,,-0.01408406368996932,0.0,REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,0.405|-0.082|0.008|-0.028|-0.459|-1.251|-0.240
ON,0.0,discordant,55383,300,bank_exhausted,,0.025029549259905214,0.0,FAIL|FAIL|FAIL|PASS|REFER_BORDERLINE|FAIL|PASS,-0.345|-0.285|-0.268|0.459|0.076|-0.345|0.923
OFF,0.0,discordant,55383,283,all_resolved,,-0.005462689285067402,0.0,FAIL|FAIL|FAIL|PASS|FAIL|FAIL|PASS,-0.345|-0.285|-0.268|0.459|0.076|-0.345|0.923
ON,0.0,discordant,55384,300,bank_exhausted,,0.007055034109903557,0.0,FAIL|REFER_BORDERLINE|FAIL|PASS|PASS|REFER_BORDERLINE|PASS,0.134|0.334|0.581|1.249|0.173|0.704|0.225
OFF,0.0,discordant,55384,300,bank_exhausted,,0.009793228649629986,0.0,REFER_BORDERLINE|PASS|PASS|PASS|FAIL|PASS|FAIL,0.134|0.334|0.581|1.249|0.173|0.704|0.225
ON,0.0,discordant,55385,300,bank_exhausted,,0.002427234575446064,0.0,FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL|PASS|FAIL,-0.368|-0.059|-0.603|-0.190|-0.387|0.929|-0.730
OFF,0.0,discordant,55385,266,all_resolved,,0.0003630787925196596,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|PASS|FAIL,-0.368|-0.059|-0.603|-0.190|-0.387|0.929|-0.730
ON,0.0,discordant,55386,300,bank_exhausted,,0.026262828092341838,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|PASS|FAIL|PASS,0.014|-0.450|-0.360|-0.612|0.664|0.355|0.544
OFF,0.0,discordant,55386,300,bank_exhausted,,-0.016349872536953223,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|PASS|REFER_BORDERLINE|REFER_BORDERLINE,0.014|-0.450|-0.360|-0.612|0.664|0.355|0.544
ON,0.0,discordant,55387,200,all_resolved,,0.01692939887651156,0.0,FAIL|FAIL|PASS|PASS|FAIL|FAIL|FAIL,-0.340|-0.487|-0.117|1.562|-0.142|-0.508|-0.189
OFF,0.0,discordant,55387,230,all_resolved,,0.022811114363469404,0.0,FAIL|FAIL|PASS|PASS|FAIL|FAIL|FAIL,-0.340|-0.487|-0.117|1.562|-0.142|-0.508|-0.189
ON,0.0,discordant,55388,209,all_resolved,,0.030230793807469947,0.0,PASS|FAIL|FAIL|PASS|PASS|PASS|FAIL,0.895|0.488|-0.977|1.769|1.603|0.609|0.183
OFF,0.0,discordant,55388,300,bank_exhausted,,-0.012816443993940819,0.0,PASS|PASS|FAIL|PASS|PASS|REFER_BORDERLINE|FAIL,0.895|0.488|-0.977|1.769|1.603|0.609|0.183
ON,0.0,discordant,55389,300,bank_exhausted,,0.005838498921677866,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|PASS|PASS,-0.501|-0.286|0.726|0.118|0.105|0.505|2.062
OFF,0.0,discordant,55389,300,bank_exhausted,,0.012238936627207344,0.0,FAIL|FAIL|PASS|PASS|FAIL|REFER_BORDERLINE|PASS,-0.501|-0.286|0.726|0.118|0.105|0.505|2.062
ON,0.0,discordant,55390,192,all_resolved,,0.02681064370299725,0.0,PASS|PASS|PASS|PASS|FAIL|FAIL|PASS,1.295|-0.353|0.147|0.855|0.042|-0.418|0.732
OFF,0.0,discordant,55390,300,bank_exhausted,,0.02066287618449005,0.0,PASS|FAIL|REFER_BORDERLINE|PASS|REFER_BORDERLINE|PASS|PASS,1.295|-0.353|0.147|0.855|0.042|-0.418|0.732
ON,0.0,discordant,55391,300,bank_exhausted,,0.010107362610680157,0.0,FAIL|FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL,0.384|0.239|1.190|0.224|0.069|-0.563|0.192
OFF,0.0,discordant,55391,300,bank_exhausted,,0.0063400892319576616,0.0,PASS|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL,0.384|0.239|1.190|0.224|0.069|-0.563|0.192
ON,0.0,discordant,55392,271,all_resolved,,0.03416895863768218,0.0,FAIL|FAIL|FAIL|PASS|FAIL|PASS|FAIL,-0.135|-0.899|-0.288|0.563|-1.183|0.384|-0.741
OFF,0.0,discordant,55392,241,all_resolved,,-0.012522952008193472,0.0,FAIL|FAIL|FAIL|PASS|FAIL|PASS|FAIL,-0.135|-0.899|-0.288|0.563|-1.183|0.384|-0.741
ON,0.0,discordant,55393,300,bank_exhausted,,-0.011176883708275536,0.0,REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.749|0.360|-0.123|-0.430|0.078|-0.091|-0.401
OFF,0.0,discordant,55393,300,bank_exhausted,,-0.02097410292971113,0.0,FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,-0.749|0.360|-0.123|-0.430|0.078|-0.091|-0.401
ON,0.0,discordant,55394,300,bank_exhausted,,0.013969124874956966,0.0,PASS|FAIL|FAIL|REFER_BORDERLINE|FAIL|PASS|FAIL,1.088|-0.769|0.234|-0.186|-0.867|0.851|-0.316
OFF,0.0,discordant,55394,261,all_resolved,,0.005951118904646067,0.0,PASS|FAIL|FAIL|FAIL|FAIL|PASS|FAIL,1.088|-0.769|0.234|-0.186|-0.867|0.851|-0.316
ON,0.0,discordant,55395,300,bank_exhausted,,0.02070268166974078,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|FAIL|FAIL,-0.187|-0.151|0.711|-0.715|0.318|-0.439|-0.367
OFF,0.0,discordant,55395,300,bank_exhausted,,0.008528704717518019,0.0,FAIL|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|FAIL,-0.187|-0.151|0.711|-0.715|0.318|-0.439|-0.367
ON,0.0,discordant,55396,260,all_resolved,,-0.0062644614742585,0.0,PASS|PASS|FAIL|FAIL|FAIL|PASS|PASS,0.478|0.406|0.260|-0.294|-0.218|0.537|0.956
OFF,0.0,discordant,55396,300,bank_exhausted,,0.009369008625014861,0.0,PASS|REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|PASS,0.478|0.406|0.260|-0.294|-0.218|0.537|0.956
ON,0.0,discordant,55397,300,bank_exhausted,,0.030826662371527654,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,-0.321|-0.484|-0.009|-0.202|0.150|-0.245|0.397
OFF,0.0,discordant,55397,300,bank_exhausted,,-0.008881525142369387,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|REFER_BORDERLINE,-0.321|-0.484|-0.009|-0.202|0.150|-0.245|0.397
ON,0.0,discordant,55398,193,all_resolved,,-0.00063320695033441,0.0,PASS|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,0.775|-0.341|-1.149|-0.160|0.255|-0.305|-0.191
OFF,0.0,discordant,55398,219,all_resolved,,-0.001603892603305062,0.0,PASS|FAIL|FAIL|FAIL|PASS|FAIL|FAIL,0.775|-0.341|-1.149|-0.160|0.255|-0.305|-0.191
ON,0.0,discordant,55399,300,bank_exhausted,,0.004142539003557051,0.0,PASS|PASS|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,0.656|0.371|0.186|-0.196|-0.902|0.536|-0.484
OFF,0.0,discordant,55399,300,bank_exhausted,,0.010582331657354378,0.0,REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL|FAIL|PASS|FAIL,0.656|0.371|0.186|-0.196|-0.902|0.536|-0.484
ON,0.0,discordant,55400,264,all_resolved,,0.012631760786693605,0.0,FAIL|FAIL|PASS|PASS|FAIL|FAIL|FAIL,-0.484|-0.574|0.373|1.475|0.282|0.323|-0.027
OFF,0.0,discordant,55400,220,all_resolved,,0.01790270858624002,0.0,FAIL|FAIL|PASS|PASS|PASS|FAIL|FAIL,-0.484|-0.574|0.373|1.475|0.282|0.323|-0.027
ON,0.0,discordant,55401,300,bank_exhausted,,0.04033464974766939,0.0,FAIL|PASS|REFER_BORDERLINE|FAIL|PASS|FAIL|FAIL,-0.258|0.375|0.415|-0.487|1.038|-0.234|-0.382
OFF,0.0,discordant,55401,300,bank_exhausted,,0.003147434365579883,0.0,FAIL|PASS|REFER_BORDERLINE|FAIL|PASS|FAIL|FAIL,-0.258|0.375|0.415|-0.487|1.038|-0.234|-0.382
ON,0.0,discordant,55402,300,bank_exhausted,,0.06055682413474079,0.0,PASS|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,0.365|0.104|0.106|-0.241|0.023|-0.401|-0.097
OFF,0.0,discordant,55402,300,bank_exhausted,,-0.004047140167657769,0.0,PASS|REFER_BORDERLINE|FAIL|PASS|FAIL|FAIL|PASS,0.365|0.104|0.106|-0.241|0.023|-0.401|-0.097
ON,0.0,discordant,55403,300,bank_exhausted,,0.006867331238285241,0.0,FAIL|REFER_BORDERLINE|PASS|FAIL|FAIL|FAIL|FAIL,0.029|0.197|0.332|-0.229|-0.430|-0.454|-0.672
OFF,0.0,discordant,55403,210,all_resolved,,-0.004992380880554873,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,0.029|0.197|0.332|-0.229|-0.430|-0.454|-0.672
ON,0.0,discordant,55404,265,all_resolved,,-0.008189614191190483,0.0,PASS|PASS|FAIL|PASS|PASS|PASS|PASS,0.391|0.694|-1.420|0.969|0.562|0.825|0.125
OFF,0.0,discordant,55404,300,bank_exhausted,,-0.012306171608244335,0.0,PASS|PASS|FAIL|REFER_BORDERLINE|PASS|PASS|REFER_BORDERLINE,0.391|0.694|-1.420|0.969|0.562|0.825|0.125
ON,0.0,discordant,55405,211,all_resolved,,0.008576738981164343,0.0,FAIL|PASS|PASS|PASS|FAIL|FAIL|FAIL,-1.148|0.817|0.392|0.559|-0.508|-0.592|-0.776
OFF,0.0,discordant,55405,300,bank_exhausted,,-0.006717761569591371,0.0,FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,-1.148|0.817|0.392|0.559|-0.508|-0.592|-0.776
ON,0.0,discordant,55406,212,all_resolved,,0.017289864448770596,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.164|0.359|-0.905|-0.498|-0.151|-0.383|-1.248
OFF,0.0,discordant,55406,300,bank_exhausted,,0.0013961141017838049,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,-0.164|0.359|-0.905|-0.498|-0.151|-0.383|-1.248
ON,0.0,discordant,55407,300,bank_exhausted,,0.029037645729758015,0.0,FAIL|FAIL|PASS|FAIL|FAIL|PASS|REFER_BORDERLINE,-0.768|0.272|1.071|-0.289|-0.131|0.616|1.135
OFF,0.0,discordant,55407,248,all_resolved,,0.00819480320022149,0.0,FAIL|PASS|PASS|FAIL|FAIL|PASS|PASS,-0.768|0.272|1.071|-0.289|-0.131|0.616|1.135
ON,0.0,discordant,55408,231,all_resolved,,-0.0027422813237552284,0.0,PASS|FAIL|FAIL|PASS|PASS|FAIL|FAIL,1.223|-0.227|-0.608|1.332|0.359|-0.711|0.346
OFF,0.0,discordant,55408,300,bank_exhausted,,0.03354359444499079,0.0,PASS|FAIL|FAIL|PASS|FAIL|FAIL|REFER_BORDERLINE,1.223|-0.227|-0.608|1.332|0.359|-0.711|0.346
ON,0.0,discordant,55409,215,all_resolved,,0.004335143071246334,0.0,FAIL|PASS|PASS|FAIL|FAIL|PASS|FAIL,-0.070|-0.045|-0.085|-0.210|-0.571|0.339|0.325
OFF,0.0,discordant,55409,300,bank_exhausted,,0.013285274652388726,0.0,FAIL|REFER_BORDERLINE|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,-0.070|-0.045|-0.085|-0.210|-0.571|0.339|0.325
ON,0.0,discordant,55410,300,bank_exhausted,,0.006798377117948463,0.0,FAIL|PASS|FAIL|PASS|FAIL|FAIL|REFER_BORDERLINE,-0.525|0.962|-0.091|-0.013|-0.282|-0.687|0.702
OFF,0.0,discordant,55410,300,bank_exhausted,,0.02848594445693413,0.0,FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE,-0.525|0.962|-0.091|-0.013|-0.282|-0.687|0.702
ON,0.0,discordant,55411,192,all_resolved,,-0.004617025621593566,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|PASS|FAIL,-0.504|-0.013|0.465|-0.350|0.285|0.843|-0.023
OFF,0.0,discordant,55411,300,bank_exhausted,,-0.007447065290433183,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|PASS|PASS|FAIL,-0.504|-0.013|0.465|-0.350|0.285|0.843|-0.023
ON,0.0,discordant,55412,300,bank_exhausted,,-0.010800737937774882,0.0,FAIL|PASS|FAIL|PASS|REFER_BORDERLINE|REFER_BORDERLINE|FAIL,0.004|0.545|-0.614|0.191|0.744|0.675|0.149
OFF,0.0,discordant,55412,300,bank_exhausted,,0.01827421170538832,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL|FAIL,0.004|0.545|-0.614|0.191|0.744|0.675|0.149
ON,0.0,discordant,55413,300,bank_exhausted,,0.01941049513970646,0.0,FAIL|REFER_BORDERLINE|FAIL|REFER_BORDERLINE|PASS|FAIL|REFER_BORDERLINE,0.091|0.115|-0.170|0.467|0.485|0.312|0.388
OFF,0.0,discordant,55413,300,bank_exhausted,,0.02007782830309453,0.0,FAIL|REFER_BORDERLINE|FAIL|PASS|PASS|FAIL|FAIL,0.091|0.115|-0.170|0.467|0.485|0.312|0.388
ON,0.0,discordant,55414,300,bank_exhausted,,0.007359635128781948,0.0,PASS|FAIL|REFER_BORDERLINE|REFER_BORDERLINE|PASS|FAIL|FAIL,0.129|0.039|0.499|0.744|0.537|-0.335|0.595
OFF,0.0,discordant,55414,217,all_resolved,,0.009310902142212934,0.0,FAIL|PASS|PASS|PASS|PASS|FAIL|FAIL,0.129|0.039|0.499|0.744|0.537|-0.335|0.595
ON,0.0,discordant,55415,300,bank_exhausted,,-0.0004600299898936479,0.0,FAIL|FAIL|FAIL|PASS|PASS|REFER_BORDERLINE|FAIL,-0.366|-0.095|-0.310|0.251|0.864|0.742|-0.003
OFF,0.0,discordant,55415,300,bank_exhausted,,-0.025647555050951683,0.0,FAIL|FAIL|FAIL|PASS|REFER_BORDERLINE|PASS|FAIL,-0.366|-0.095|-0.310|0.251|0.864|0.742|-0.003
ON,0.0,discordant,55416,209,all_resolved,,0.030324515753732212,0.0,FAIL|FAIL|FAIL|FAIL|PASS|PASS|FAIL,-0.782|-0.145|-0.863|0.322|0.566|0.761|-0.655
OFF,0.0,discordant,55416,300,bank_exhausted,,0.019914887741574194,0.0,FAIL|FAIL|FAIL|PASS|PASS|REFER_BORDERLINE|FAIL,-0.782|-0.145|-0.863|0.322|0.566|0.761|-0.655
ON,0.0,discordant,55417,278,all_resolved,,0.05446583169576483,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|PASS|PASS,-0.042|0.245|0.449|-0.329|-1.198|0.759|0.462
OFF,0.0,discordant,55417,300,bank_exhausted,,-0.040049239382876536,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|REFER_BORDERLINE|PASS,-0.042|0.245|0.449|-0.329|-1.198|0.759|0.462
ON,0.0,discordant,55418,300,bank_exhausted,,0.00770288470751313,0.0,FAIL|PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL,-0.119|0.877|-0.140|0.164|-0.028|-0.281|0.539
OFF,0.0,discordant,55418,291,all_resolved,,0.003770397727593623,0.0,FAIL|PASS|FAIL|PASS|FAIL|FAIL|FAIL,-0.119|0.877|-0.140|0.164|-0.028|-0.281|0.539
ON,0.0,discordant,55419,300,bank_exhausted,,-0.0010520103950514305,0.0,FAIL|FAIL|REFER_BORDERLINE|FAIL|FAIL|REFER_BORDERLINE|REFER_BORDERLINE,-0.740|0.244|0.930|-0.685|0.529|0.369|0.326
OFF,0.0,discordant,55419,289,all_resolved,,0.017231053466452383,0.0,FAIL|PASS|PASS|FAIL|FAIL|FAIL|FAIL,-0.740|0.244|0.930|-0.685|0.529|0.369|0.326
ON,0.0,discordant,55420,300,bank_exhausted,,0.006418067186816793,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|PASS|FAIL,-0.416|0.148|0.197|-0.853|-0.842|0.840|-0.164
OFF,0.0,discordant,55420,181,all_resolved,,-0.022377664410690563,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|PASS|FAIL,-0.416|0.148|0.197|-0.853|-0.842|0.840|-0.164
ON,0.0,discordant,55421,300,bank_exhausted,,0.005880513942139642,0.0,FAIL|PASS|FAIL|FAIL|FAIL|REFER_BORDERLINE|FAIL,-0.610|0.427|-0.168|-0.520|-0.101|0.114|-0.052
OFF,0.0,discordant,55421,224,all_resolved,,0.009456260521133322,0.0,FAIL|PASS|FAIL|FAIL|FAIL|FAIL|FAIL,-0.610|0.427|-0.168|-0.520|-0.101|0.114|-0.052
ON,0.0,discordant,55422,261,all_resolved,,0.02924913374867824,0.0,PASS|FAIL|PASS|PASS|FAIL|PASS|PASS,0.739|0.240|0.881|0.565|-0.469|1.000|0.887
OFF,0.0,discordant,55422,300,bank_exhausted,,0.005426199162535524,0.0,PASS|PASS|REFER_BORDERLINE|PASS|FAIL|PASS|PASS,0.739|0.240|0.881|0.565|-0.469|1.000|0.887
ON,0.0,discordant,55423,300,bank_exhausted,,0.02081308836292792,0.0,FAIL|REFER_BORDERLINE|FAIL|FAIL|PASS|FAIL|REFER_BORDERLINE,-0.465|0.266|-0.171|-0.211|1.040|0.105|0.354
OFF,0.0,discordant,55423,236,all_resolved,,0.0073001366484380225,0.0,FAIL|PASS|FAIL|FAIL|PASS|FAIL|FAIL,-0.465|0.266|-0.171|-0.211|1.040|0.105|0.354
ON,0.0,discordant,55424,300,bank_exhausted,,-0.008222556050484772,0.0,PASS|FAIL|REFER_BORDERLINE|FAIL|FAIL|FAIL|FAIL,-0.336|-0.149|0.754|-0.659|0.049|0.423|-1.337
OFF,0.0,discordant,55424,252,all_resolved,,0.012686553070770993,0.0,FAIL|FAIL|PASS|FAIL|FAIL|PASS|FAIL,-0.336|-0.149|0.754|-0.659|0.049|0.423|-1.337
ON,0.0,discordant,55425,180,all_resolved,,0.006209067404094145,0.0,FAIL|FAIL|FAIL|FAIL|FAIL|FAIL|FAIL,-0.445|0.314|0.157|0.232|-0.435|-0.139|-0.201
