session_id,K,l_level,n_min,alpha,r_star,max_consec,max_same_domain_run,max_iiic_run,n_particles,max_questions,n_questions,stop_reason,n_pass,n_fail,n_refer_borderline,n_refer_uninformative,n_pending,n_resolved,max_n_per_task,min_n_per_task,mean_n_per_task,auroc_mean,auroc_hw_mean,elapsed_s,lingering_task
C8_d5_n02,7,-1.2,20,0.25,0.3,8,20,7,300,300,145,all_resolved,1,6,0,0,0,7,23,20,20.714285714285715,0.7212419502592088,0.10510011623610611,21.909039945923723,5
C12_d5_n02,7,-1.2,20,0.25,0.3,12,20,7,300,300,145,all_resolved,1,6,0,0,0,7,23,20,20.714285714285715,0.7212419502592088,0.10510011623610611,21.048931500990875,5
C20_d5_n02,7,-1.2,20,0.25,0.3,20,20,7,300,300,145,all_resolved,1,6,0,0,0,7,23,20,20.714285714285715,0.7212419502592088,0.10510011623610611,20.711643275921233,5
C0_d5_n03,7,-1.2,20,0.25,0.3,0,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7110532836754324,0.12341613721612374,18.6929016020149,5
C5_d5_n03,7,-1.2,20,0.25,0.3,5,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7110532836754324,0.12341613721612377,19.73109823500272,5
C8_d5_n03,7,-1.2,20,0.25,0.3,8,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7110532836754324,0.12341613721612377,19.76215929107275,5
C12_d5_n03,7,-1.2,20,0.25,0.3,12,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7110532836754324,0.12341613721612377,19.181011597043835,5
C20_d5_n03,7,-1.2,20,0.25,0.3,20,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7110532836754324,0.12341613721612377,19.249799386016093,5
C0_d5_n04,7,-1.2,20,0.25,0.3,0,45,45,300,300,192,all_resolved,0,7,0,0,0,7,72,20,27.428571428571427,0.6999825874764651,0.10316194305377104,21.919099208083935,5
C5_d5_n04,7,-1.2,20,0.25,0.3,5,20,5,300,300,216,all_resolved,1,6,0,0,0,7,86,20,30.857142857142858,0.6987309871754704,0.09317107348477875,22.9957299369853,5
C8_d5_n04,7,-1.2,20,0.25,0.3,8,20,8,300,300,200,all_resolved,1,6,0,0,0,7,75,20,28.571428571428573,0.69811417955784,0.09465530609204394,21.742511967080645,5
C12_d5_n04,7,-1.2,20,0.25,0.3,12,20,12,300,300,192,all_resolved,0,7,0,0,0,7,69,20,27.428571428571427,0.6948100984492793,0.09816156550141593,21.716039021033794,5
C20_d5_n04,7,-1.2,20,0.25,0.3,20,20,20,300,300,190,all_resolved,0,7,0,0,0,7,68,20,27.142857142857142,0.7018609062184737,0.10221956971345213,22.15834971703589,5
C0_d5_n05,7,-1.2,20,0.25,0.3,0,20,14,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6998995380295552,0.1044027643385991,19.728457549004816,5
C5_d5_n05,7,-1.2,20,0.25,0.3,5,20,5,300,300,142,all_resolved,1,6,0,0,0,7,22,20,20.285714285714285,0.6850472076871468,0.10023446667013618,19.682272288948298,5
C8_d5_n05,7,-1.2,20,0.25,0.3,8,20,8,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.6995004414284753,0.10400419075442621,18.87079508905299,5
C12_d5_n05,7,-1.2,20,0.25,0.3,12,20,12,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.6994724139665871,0.10440797491037146,19.177748934016563,5
C20_d5_n05,7,-1.2,20,0.25,0.3,20,20,14,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.6998995380295552,0.1044027643385991,19.23807938094251,5
C0_d5_n06,7,-1.2,20,0.25,0.3,0,20,6,300,300,144,all_resolved,0,7,0,0,0,7,24,20,20.571428571428573,0.7331445487469352,0.1165714410251297,21.720960000995547,5
C5_d5_n06,7,-1.2,20,0.25,0.3,5,20,5,300,300,148,all_resolved,0,7,0,0,0,7,27,20,21.142857142857142,0.7348701757992647,0.11778282187243108,21.336417237995192,5
C8_d5_n06,7,-1.2,20,0.25,0.3,8,20,6,300,300,144,all_resolved,0,7,0,0,0,7,24,20,20.571428571428573,0.7331445487469352,0.1165714410251297,19.51020746002905,5
C12_d5_n06,7,-1.2,20,0.25,0.3,12,20,6,300,300,144,all_resolved,0,7,0,0,0,7,24,20,20.571428571428573,0.7331445487469352,0.1165714410251297,22.2452743279282,5
C20_d5_n06,7,-1.2,20,0.25,0.3,20,20,6,300,300,144,all_resolved,0,7,0,0,0,7,24,20,20.571428571428573,0.7331445487469352,0.1165714410251297,21.057694324990734,5
C0_d5_n07,7,-1.2,20,0.25,0.3,0,20,6,300,300,157,all_resolved,0,7,0,0,0,7,36,20,22.428571428571427,0.7415631636569516,0.11256923458386416,21.088435283047147,5
C5_d5_n07,7,-1.2,20,0.25,0.3,5,20,5,300,300,144,all_resolved,0,7,0,0,0,7,24,20,20.571428571428573,0.7431173220179775,0.120789863230076,20.312703381991014,5
C8_d5_n07,7,-1.2,20,0.25,0.3,8,20,6,300,300,157,all_resolved,0,7,0,0,0,7,36,20,22.428571428571427,0.7415631636569516,0.11256923458386416,20.894016262958758,5
C12_d5_n07,7,-1.2,20,0.25,0.3,12,20,6,300,300,157,all_resolved,0,7,0,0,0,7,36,20,22.428571428571427,0.7415631636569516,0.11256923458386416,21.154946752008982,5
C20_d5_n07,7,-1.2,20,0.25,0.3,20,20,6,300,300,157,all_resolved,0,7,0,0,0,7,36,20,22.428571428571427,0.7415631636569516,0.11256923458386416,19.459822430973873,5
C0_d5_n08,7,-1.2,20,0.25,0.3,0,20,9,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6966580454131327,0.11763033083637665,19.454720566049218,5
C5_d5_n08,7,-1.2,20,0.25,0.3,5,20,5,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.6984019806129248,0.11702566747573369,19.66207939304877,5
C8_d5_n08,7,-1.2,20,0.25,0.3,8,20,8,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.69840434541232,0.11702850653582964,18.841049624956213,5
C12_d5_n08,7,-1.2,20,0.25,0.3,12,20,9,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6966580454131327,0.11763033083637665,19.01126507599838,5
C20_d5_n08,7,-1.2,20,0.25,0.3,20,20,9,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.6966580454131327,0.11763033083637665,19.30935195600614,5
C0_d5_n09,7,-1.2,20,0.25,0.3,0,154,154,300,300,300,bank_exhausted,0,6,1,0,0,6,180,20,42.857142857142854,0.7066991175121202,0.10407056059137774,20.989118793047965,5
C5_d5_n09,7,-1.2,20,0.25,0.3,5,20,5,300,300,204,all_resolved,0,7,0,0,0,7,75,20,29.142857142857142,0.7022764414307934,0.09957168227480968,24.942341092973948,5
C8_d5_n09,7,-1.2,20,0.25,0.3,8,20,8,300,300,300,bank_exhausted,0,6,1,0,0,6,163,20,42.857142857142854,0.7042060362236946,0.09921783760327088,20.667703105020337,5
C12_d5_n09,7,-1.2,20,0.25,0.3,12,20,12,300,300,178,all_resolved,0,7,0,0,0,7,56,20,25.428571428571427,0.7029508329717661,0.10772914671130097,23.929398413049057,5
C20_d5_n09,7,-1.2,20,0.25,0.3,20,20,20,300,300,180,all_resolved,1,6,0,0,0,7,59,20,25.714285714285715,0.7125335095754056,0.10486950505785446,20.014426687033847,5
C0_d6_n00,7,-1.2,20,0.25,0.3,0,50,7,300,300,183,all_resolved,0,7,0,0,0,7,50,20,26.142857142857142,0.7145867030420691,0.10481104259700798,23.314028128050268,6
C5_d6_n00,7,-1.2,20,0.25,0.3,5,50,5,300,300,172,all_resolved,0,7,0,0,0,7,50,20,24.571428571428573,0.7132253959169611,0.11126735937901115,19.208638628944755,6
C8_d6_n00,7,-1.2,20,0.25,0.3,8,50,7,300,300,183,all_resolved,0,7,0,0,0,7,50,20,26.142857142857142,0.7145867030420691,0.10481104259700798,21.090168777969666,6
C12_d6_n00,7,-1.2,20,0.25,0.3,12,50,7,300,300,183,all_resolved,0,7,0,0,0,7,50,20,26.142857142857142,0.7145867030420691,0.10481104259700798,20.131897791987285,6
C20_d6_n00,7,-1.2,20,0.25,0.3,20,50,7,300,300,183,all_resolved,0,7,0,0,0,7,50,20,26.142857142857142,0.7145867030420691,0.10481104259700798,23.091070152935572,6
C0_d6_n01,7,-1.2,20,0.25,0.3,0,20,5,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.722208885451402,0.10387919186024876,17.692959284060635,6
C5_d6_n01,7,-1.2,20,0.25,0.3,5,20,5,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.722208885451402,0.10387919186024876,21.10023387800902,6
C8_d6_n01,7,-1.2,20,0.25,0.3,8,20,5,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.722208885451402,0.10387919186024876,17.80758021492511,6
C12_d6_n01,7,-1.2,20,0.25,0.3,12,20,5,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.722208885451402,0.10387919186024876,22.007111729006283,6
C20_d6_n01,7,-1.2,20,0.25,0.3,20,20,5,300,300,140,all_resolved,1,6,0,0,0,7,20,20,20.0,0.722208885451402,0.10387919186024876,18.7988152729813,6
C0_d6_n02,7,-1.2,20,0.25,0.3,0,20,11,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7276336651556233,0.114884477575678,18.773444628925063,6
C5_d6_n02,7,-1.2,20,0.25,0.3,5,20,5,300,300,142,all_resolved,0,7,0,0,0,7,21,20,20.285714285714285,0.730006935915412,0.11797377305025285,17.382626014063135,6
C8_d6_n02,7,-1.2,20,0.25,0.3,8,20,8,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.7283735576242315,0.1146307642421707,20.657007244066335,6
C12_d6_n02,7,-1.2,20,0.25,0.3,12,20,11,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7276336651556233,0.114884477575678,17.42705210496206,6
C20_d6_n02,7,-1.2,20,0.25,0.3,20,20,11,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.7276336651556233,0.114884477575678,22.210640779929236,6
C0_d6_n03,7,-1.2,20,0.25,0.3,0,20,6,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7240380262823797,0.11732591688173387,17.880338842980564,6
C5_d6_n03,7,-1.2,20,0.25,0.3,5,20,5,300,300,146,all_resolved,1,6,0,0,0,7,26,20,20.857142857142858,0.7271501706239417,0.10372579409576108,21.45355888805352,6
C8_d6_n03,7,-1.2,20,0.25,0.3,8,20,6,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7240380262823797,0.11732591688173387,18.053158164024353,6
C12_d6_n03,7,-1.2,20,0.25,0.3,12,20,6,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7240380262823797,0.11732591688173387,22.72837459598668,6
C20_d6_n03,7,-1.2,20,0.25,0.3,20,20,6,300,300,147,all_resolved,0,7,0,0,0,7,27,20,21.0,0.7240380262823797,0.11732591688173387,15.991903034038842,6
C0_d6_n04,7,-1.2,20,0.25,0.3,0,20,4,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.7245403999573391,0.12545009918655875,23.594024413032457,6
C5_d6_n04,7,-1.2,20,0.25,0.3,5,20,4,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.7245403999573391,0.12545009918655875,16.404224565951154,6
C8_d6_n04,7,-1.2,20,0.25,0.3,8,20,4,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.7245403999573391,0.12545009918655875,20.746230014949106,6
C12_d6_n04,7,-1.2,20,0.25,0.3,12,20,4,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.7245403999573391,0.12545009918655875,17.167216719011776,6
C20_d6_n04,7,-1.2,20,0.25,0.3,20,20,4,300,300,141,all_resolved,0,7,0,0,0,7,21,20,20.142857142857142,0.7245403999573391,0.12545009918655875,21.821561665041372,6
C0_d6_n05,7,-1.2,20,0.25,0.3,0,153,153,300,300,300,bank_exhausted,0,6,1,0,0,6,180,20,42.857142857142854,0.67317619355648,0.09548647946462688,17.517876022029668,6
C5_d6_n05,7,-1.2,20,0.25,0.3,5,20,5,300,300,300,bank_exhausted,0,6,1,0,0,6,155,20,42.857142857142854,0.679334155015759,0.09490501908398873,20.10278130392544,6
C8_d6_n05,7,-1.2,20,0.25,0.3,8,20,8,300,300,300,bank_exhausted,0,6,1,0,0,6,163,20,42.857142857142854,0.6752044718894007,0.0889138707889601,11.03122472402174,6
C12_d6_n05,7,-1.2,20,0.25,0.3,12,20,12,300,300,219,all_resolved,1,6,0,0,0,7,94,20,31.285714285714285,0.676184827496014,0.09568758649970759,17.24981498590205,6
C20_d6_n05,7,-1.2,20,0.25,0.3,20,20,20,300,300,245,all_resolved,1,6,0,0,0,7,121,20,35.0,0.6706766827232559,0.08974281867873975,10.127885520923883,6
C0_d6_n06,7,-1.2,20,0.25,0.3,0,20,4,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.7160250392943787,0.11038658787851896,13.416847708984278,6
C5_d6_n06,7,-1.2,20,0.25,0.3,5,20,4,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.7160250392943787,0.11038658787851896,8.241654042038135,6
C8_d6_n06,7,-1.2,20,0.25,0.3,8,20,4,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.7160250392943787,0.11038658787851896,12.48521556390915,6
C12_d6_n06,7,-1.2,20,0.25,0.3,12,20,4,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.7160250392943787,0.11038658787851896,7.9718982870690525,6
C20_d6_n06,7,-1.2,20,0.25,0.3,20,20,4,300,300,141,all_resolved,1,6,0,0,0,7,21,20,20.142857142857142,0.7160250392943787,0.11038658787851896,11.957577396999113,6
C0_d6_n07,7,-1.2,20,0.25,0.3,0,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.694626820938863,0.11732801697265471,8.051644593011588,6
C5_d6_n07,7,-1.2,20,0.25,0.3,5,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.694626820938863,0.11732801697265471,10.962303905049339,6
C8_d6_n07,7,-1.2,20,0.25,0.3,8,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.694626820938863,0.11732801697265471,8.082168531953357,6
C12_d6_n07,7,-1.2,20,0.25,0.3,12,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.694626820938863,0.11732801697265471,10.44640386395622,6
C20_d6_n07,7,-1.2,20,0.25,0.3,20,20,5,300,300,140,all_resolved,0,7,0,0,0,7,20,20,20.0,0.694626820938863,0.11732801697265471,8.666882201912813,6
C0_d6_n08,7,-1.2,20,0.25,0.3,0,20,13,300,300,154,all_resolved,1,6,0,0,0,7,34,20,22.0,0.7157175515948039,0.11543279887466976,12.180845253984444,6
C5_d6_n08,7,-1.2,20,0.25,0.3,5,20,5,300,300,260,all_resolved,1,6,0,0,0,7,121,20,37.142857142857146,0.714318040244801,0.10296969401803126,11.58413875696715,6
C8_d6_n08,7,-1.2,20,0.25,0.3,8,20,8,300,300,155,all_resolved,1,6,0,0,0,7,34,20,22.142857142857142,0.7171616836576329,0.11517519421112117,11.980508586973883,6
C12_d6_n08,7,-1.2,20,0.25,0.3,12,20,12,300,300,155,all_resolved,1,6,0,0,0,7,34,20,22.142857142857142,0.7171616836576329,0.11517519421112117,8.657681173062883,6
C20_d6_n08,7,-1.2,20,0.25,0.3,20,20,13,300,300,154,all_resolved,1,6,0,0,0,7,34,20,22.0,0.7157175515948039,0.11543279887466976,11.35519990103785,6
C0_d6_n09,7,-1.2,20,0.25,0.3,0,20,6,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7003824663178749,0.11438258370851674,8.504801037022844,6
C5_d6_n09,7,-1.2,20,0.25,0.3,5,20,5,300,300,280,all_resolved,1,6,0,0,0,7,138,20,40.0,0.7151236056496123,0.10260894621208705,14.178261231048964,6
C8_d6_n09,7,-1.2,20,0.25,0.3,8,20,6,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7003824663178749,0.11438258370851674,8.594631138956174,6
C12_d6_n09,7,-1.2,20,0.25,0.3,12,20,6,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7003824663178749,0.11438258370851674,10.815139596001245,6
C20_d6_n09,7,-1.2,20,0.25,0.3,20,20,6,300,300,142,all_resolved,0,7,0,0,0,7,22,20,20.285714285714285,0.7003824663178749,0.11438258370851674,8.48742405907251,6
