seg_id,s_mean,s_sd,n_raters,pos_rate
20523,-1.1609662308142186,0.7409045483440586,13,0.0
20524,-0.0855882971799985,0.051829036531967396,21,0.2857142857142857
20527,-0.04510339691286697,0.04872953883111056,21,0.3333333333333333
20528,-0.10562739154613121,0.05404201240829891,21,0.23809523809523808
20532,0.35742169816516645,0.09305033882113856,21,0.9047619047619048
20533,-0.018437020443042934,0.04762635885177474,21,0.38095238095238093
20534,-0.13949422236515466,0.06006210259906056,20,0.2
20535,-1.1609641237547859,0.740899666602164,20,0.0
20537,-0.42160006799555877,0.1769425654222248,20,0.05
20541,-0.19530533881742126,0.08644910706990636,12,0.16666666666666666
20542,-1.1609641237547859,0.740899666602164,20,0.0
20544,0.8278905647708271,0.7028117820849193,19,1.0
20545,-1.1609657996861729,0.7409029133889563,17,0.0
20546,-1.1609663090412266,0.7409049500639592,11,0.0
20547,-1.1609641237547859,0.740899666602164,20,0.0
20548,-0.19264689269606905,0.07157641069586036,20,0.15
20549,-0.002890880704117463,0.06261965500188411,12,0.5
20551,-0.19480173313090832,0.0721834418056059,20,0.1
20552,-0.04701661733370409,0.055338443878823626,13,0.38461538461538464
20554,0.46409685637862524,0.12624324436629705,20,0.95
20558,-1.1609657938844569,0.7409033958957688,15,0.0
20560,0.011268356220970653,0.05390755077437264,17,0.47058823529411764
20561,-1.1609657938844569,0.7409033958957688,15,0.0
20563,0.09576427699169791,0.06753103850261152,13,0.6153846153846154
20564,-0.2581116615253852,0.10038108293969498,15,0.13333333333333333
20565,-0.07898967108763587,0.06500366333159381,13,0.38461538461538464
20566,-1.1609662308142186,0.7409045483440586,13,0.0
20567,-0.30322676787669184,0.1307892400193317,13,0.15384615384615385
20568,-0.07026935417710707,0.051114533480029783,20,0.25
20571,-0.47785709775145485,0.21437100993168612,17,0.058823529411764705
20572,-0.4693062613108357,0.21963564028030086,15,0.06666666666666667
20573,-1.1609641237547859,0.740899666602164,20,0.0
20574,-1.1609662784161525,0.7409047571378502,12,0.0
20579,-0.03951131256268196,0.049022181014505145,20,0.3
20582,-0.1473013151411818,0.06556255277874162,17,0.17647058823529413
20583,0.16252627477356738,0.05781944344594597,20,0.75
