seg_id,s_mean,s_sd,n_raters,pos_rate
20523,-1.4945992217449007,0.4181144561575135,13,0.0
20524,-1.5413448407402048,0.44913622848049445,21,0.0
20527,-1.5413448407402048,0.44913622848049445,21,0.0
20528,-1.5413448407402048,0.44913622848049445,21,0.0
20532,-1.528700209860849,0.22130354522962503,69,0.043478260869565216
20533,-2.2265206038154988,0.6876403681414671,73,0.0136986301369863
20534,-1.5068634870389743,0.41439082824694706,20,0.0
20535,-1.6611025336358167,0.3091870771672221,80,0.025
20537,-1.9422898614217146,0.5597839010999831,55,0.01818181818181818
20541,-1.4923882135058217,0.41722535235631353,12,0.0
20542,-1.5068634870389743,0.41439082824694706,20,0.0
20544,-1.5157924315373648,0.41641728352427826,19,0.0
20545,-2.3220230882625685,0.8529068229521625,55,0.0
20546,-1.4856185948583067,0.412049236194128,11,0.0
20547,-1.5068634870389743,0.41439082824694706,20,0.0
20548,-1.1863959897220477,0.07112367409762706,20,0.1
20549,-1.4923882135058217,0.41722535235631353,12,0.0
20551,-1.5068634870389743,0.41439082824694706,20,0.0
20552,-1.1011251034347926,0.0777433828210047,13,0.15384615384615385
20554,-1.3564956204354157,0.10888585517473366,58,0.05172413793103448
20558,-2.5779598644998476,0.8615164515607726,72,0.0
20560,-1.238928730233006,0.09100083262036218,17,0.058823529411764705
20561,-1.3938515096300328,0.14649445143771506,52,0.07692307692307693
20563,-1.2200756494991394,0.09515467049258872,13,0.07692307692307693
20564,-1.5015666694296708,0.41538869403614453,15,0.0
20565,-1.4945992217449007,0.4181144561575135,13,0.0
20566,-1.4945992217449007,0.4181144561575135,13,0.0
20567,-1.5075459344303908,0.442275878590762,13,0.0
20568,-1.5068634870389743,0.41439082824694706,20,0.0
20571,-1.5040784992110183,0.41475146458762446,17,0.0
20572,-1.7036443810631805,0.3228754756085354,74,0.02702702702702703
20573,-1.39284427918933,0.11632054326226829,84,0.023809523809523808
20574,-1.4923882135058217,0.41722535235631353,12,0.0
20578,-2.0941392292845826,0.5852320673758388,63,0.015873015873015872
20579,-1.2392079108569698,0.08575453810566348,20,0.05
20582,-1.238928730233006,0.09100083262036218,17,0.058823529411764705
20583,-1.900656642310673,0.7019349288192095,63,0.015873015873015872
20585,-1.5068634870389743,0.41439082824694706,20,0.0
20586,-1.4923882135058217,0.41722535235631353,12,0.0
20588,-1.3064724590276529,0.08736938769679552,61,0.09836065573770492
20591,-1.5015666694296708,0.41538869403614453,15,0.0
20592,-1.5075459344303908,0.442275878590762,13,0.0
