session_id,expertise,site_id,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,practice_setting,years_reading_eeg,eeg_volume_per_month,self_rated_confidence,color_vision,prior_test_taken,sex,country,race_ethnicity,auroc_spike,hw_spike,ell_spike,t_spike,auroc_sz,hw_sz,ell_sz,t_sz,auroc_lpd,hw_lpd,ell_lpd,t_lpd,auroc_gpd,hw_gpd,ell_gpd,t_gpd,auroc_lrda,hw_lrda,ell_lrda,t_lrda,auroc_grda,hw_grda,ell_grda,t_grda,auroc_iic,hw_iic,ell_iic,t_iic
97d70997-42c7-46bd-96eb-1487c52176ff,Epileptologist,site_ef1d65a3f5,2026-06-03T20:27:54+00:00,2026-06-03T20:46:26+00:00,500,bank_exhausted,0.524,2087.1,,Academic medical center,20–24,51–100,7 — Very high,Normal color vision,No,Male,United States,White,0.8875,0.0549,0.7392,0.4799,0.8528,0.0451,0.1236,-2.0457,0.8908,0.024,0.6071,-1.1945,0.9094,0.0312,1.4166,-1.7872,0.802,0.1105,-0.2558,-2.2524,0.8106,0.1001,-0.1865,-1.9567,0.7412,0.1371,-0.6757,-0.3045
