session_id,expertise,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,n_questions_total,n_post_decision,extended_stop_reason,practice_setting,years_reading_eeg,eeg_volume_per_month,self_rated_confidence,color_vision,prior_test_taken,sex,country,race_ethnicity,auroc_spike,hw_spike,ell_spike,t_spike,auroc_sz,hw_sz,ell_sz,t_sz,auroc_lpd,hw_lpd,ell_lpd,t_lpd,auroc_gpd,hw_gpd,ell_gpd,t_gpd,auroc_lrda,hw_lrda,ell_lrda,t_lrda,auroc_grda,hw_grda,ell_grda,t_grda,auroc_iic,hw_iic,ell_iic,t_iic
52171b84-f8b2-4291-b6b2-824ec0206fbf,Resident,2026-06-16T08:15:33+00:00,2026-06-16T08:50:05+00:00,140,all_resolved,0.3857,3253.8,,500,360,bank_exhausted,Academic medical center,10–14,21–50,1 — Very low,Normal color vision,No,Male,Canada,Black or African American,0.689,0.1379,-1.0514,-0.1812,0.7109,0.1406,-0.8808,-0.201,0.6846,0.1259,-1.0695,-0.5503,0.6188,0.0964,-1.6111,0.0763,0.7426,0.1316,-0.6627,-1.5387,0.6813,0.1244,-1.0902,-0.921,0.6086,0.0938,-1.7182,0.1944
