session_id,expertise,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,n_questions_total,n_post_decision,extended_stop_reason,practice_setting,years_reading_eeg,eeg_volume_per_month,self_rated_confidence,color_vision,prior_test_taken,sex,country,race_ethnicity,auroc_spike,hw_spike,ell_spike,t_spike,auroc_sz,hw_sz,ell_sz,t_sz,auroc_lpd,hw_lpd,ell_lpd,t_lpd,auroc_gpd,hw_gpd,ell_gpd,t_gpd,auroc_lrda,hw_lrda,ell_lrda,t_lrda,auroc_grda,hw_grda,ell_grda,t_grda,auroc_iic,hw_iic,ell_iic,t_iic
28067586-0991-4537-a535-9c1aa4b5a253,Fellow,2026-06-11T08:31:33+00:00,2026-06-11T09:00:21+00:00,276,all_resolved,0.3949,3128.3,,500,224,bank_exhausted,Private practice,15–19,More than 100,4 — Moderate,Normal color vision,No,Female,United States,White,0.8711,0.0575,0.3822,0.014,0.7567,0.1162,-0.5645,0.23,0.6966,0.1318,-0.9846,0.6913,0.9028,0.0303,1.0279,-0.1029,0.7708,0.137,-0.4655,0.3433,0.7638,0.1225,-0.5181,-0.393,0.8914,0.0305,0.6446,0.1237
