session_id,participant,expertise,site_id,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,n_questions_total,n_post_decision,extended_stop_reason,setting,years_signal_exposure,signal_volume_per_month,self_rated_confidence,display_pref,prior_test_taken,sex,country,race_ethnicity,version,auroc_domain1,hw_domain1,ell_domain1,t_domain1,auroc_domain2,hw_domain2,ell_domain2,t_domain2,auroc_domain3,hw_domain3,ell_domain3,t_domain3,auroc_domain4,hw_domain4,ell_domain4,t_domain4,auroc_domain5,hw_domain5,ell_domain5,t_domain5,auroc_domain6,hw_domain6,ell_domain6,t_domain6,auroc_domain7,hw_domain7,ell_domain7,t_domain7
859ca73f-ba36-4670-9bfb-2072e252c595,participant_1,other,site_f08350323e,2026-06-08T15:58:22+00:00,2026-06-08T16:09:02+00:00,476,all_resolved,0.2353,968.1,,500,24,bank_exhausted,setting_a,0–4,Fewer than 5,1 — Very low,standard,No,Male,United States,White,v1.3.6,0.7366,0.1386,-0.696,0.2141,0.7798,0.0823,-0.416,-3.5509,0.6279,0.1042,-1.5124,-2.1699,0.6687,0.117,-1.1752,-2.4474,0.6747,0.1006,-1.1221,-2.3477,0.6719,0.1187,-1.1617,-1.369,0.7334,0.1035,-0.6963,-3.7721
