session_id,participant,expertise,site_id,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,n_questions_total,n_post_decision,extended_stop_reason,setting,years_signal_exposure,signal_volume_per_month,self_rated_confidence,display_pref,prior_test_taken,sex,country,race_ethnicity,version,auroc_domain1,hw_domain1,ell_domain1,t_domain1,auroc_domain2,hw_domain2,ell_domain2,t_domain2,auroc_domain3,hw_domain3,ell_domain3,t_domain3,auroc_domain4,hw_domain4,ell_domain4,t_domain4,auroc_domain5,hw_domain5,ell_domain5,t_domain5,auroc_domain6,hw_domain6,ell_domain6,t_domain6,auroc_domain7,hw_domain7,ell_domain7,t_domain7
f658855c-c9cc-4f8c-8161-d6c6f6a32200,participant_1,Experienced,,2026-06-09T17:38:26+00:00,2026-06-09T19:33:30+00:00,500,bank_exhausted,0.574,13526.7,,500,0,bank_exhausted,setting_b,0–4,21–50,3,standard,No,Female,Canada,Asian,v1.3.6,0.8989,0.0325,0.8962,0.6889,0.8557,0.0581,0.1686,-1.7414,0.8774,0.0438,0.4235,-0.5433,0.9002,0.0258,0.8614,-1.3822,0.8338,0.0739,-0.0121,-2.4804,0.8989,0.0284,0.8328,-1.8869,0.8934,0.0348,0.7162,-1.1226
