session_id,expertise,site_id,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,setting,years_signal_exposure,signal_volume_per_month,self_rated_confidence,display_pref,prior_test_taken,sex,country,race_ethnicity,version,auroc_domain1,hw_domain1,ell_domain1,t_domain1,auroc_domain2,hw_domain2,ell_domain2,t_domain2,auroc_domain3,hw_domain3,ell_domain3,t_domain3,auroc_domain4,hw_domain4,ell_domain4,t_domain4,auroc_domain5,hw_domain5,ell_domain5,t_domain5,auroc_domain6,hw_domain6,ell_domain6,t_domain6,auroc_domain7,hw_domain7,ell_domain7,t_domain7
97d70997-42c7-46bd-96eb-1487c52176ff,Expert,site_ef1d65a3f5,2026-06-03T20:27:54+00:00,2026-06-03T20:46:26+00:00,500,bank_exhausted,0.524,2087.1,,setting_a,20–24,51–100,7 — Very high,standard,No,Male,United States,White,v1.3.6,0.8875,0.0549,0.7392,0.4799,0.8528,0.0451,0.1236,-2.0457,0.8908,0.024,0.6071,-1.1945,0.9094,0.0312,1.4166,-1.7872,0.802,0.1105,-0.2558,-2.2524,0.8106,0.1001,-0.1865,-1.9567,0.7412,0.1371,-0.6757,-0.3045
