session_id,participant,trial_index,seg_id,task_code,pattern_class_true,target_present,response_label,response_y,is_correct,reaction_time_ms,answer_changes,n_interactions,select_ms,layout,gain,band,filt,window_s,max_hw,ess,total_var,expected_loss_chosen,rejuv,post_decision
859ca73f-ba36-4670-9bfb-2072e252c595,participant_1,0,6130,domain1,domain1,0,No (no domain1),0,True,3376.0,0,1,57.67216579988599,mode_b,100.0,band_a,filt_a,10.0,0.178283332653088,511.6618018889077,13.447088388283015,13.517302714402216,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_2,1,2717,domain1,domain1,0,No (no domain1),0,True,3085.8,0,1,52.3091449867934,mode_b,100.0,band_a,filt_a,10.0,0.1786273774069312,433.3087971430501,13.270551948319008,13.288983111213904,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_3,2,8146,domain1,domain1,1,No (no domain1),0,False,168425.2,0,4,45.88874289765954,mode_b,100.0,band_a,filt_a,10.0,0.1760477864814643,599.9999999999999,13.178143398622655,13.13744492307734,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_4,3,6465,domain1,domain1,0,Yes (domain1 present),1,False,978.1,0,1,39.72559003159404,mode_b,100.0,band_a,filt_a,10.0,0.1811296554210174,599.9999999999999,13.419687273164255,13.022997963967809,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_5,4,1417,domain1,domain1,0,No (no domain1),0,True,701.6,0,1,26.545254979282618,mode_b,100.0,band_a,filt_a,10.0,0.1810158751226604,583.0740562104465,13.27684524105442,13.326165706231135,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_6,5,1230,domain1,domain1,0,No (no domain1),0,True,612.5,0,1,26.89277403987944,mode_b,100.0,band_a,filt_a,10.0,0.1809277079748064,549.6833512690127,13.152166003180104,13.202521183743194,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_7,6,9213,domain1,domain1,1,Yes (domain1 present),1,True,593.5,0,1,34.61986221373081,mode_b,100.0,band_a,filt_a,10.0,0.1821704555418081,487.0926578415736,12.9879025819142,13.077082100531031,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_8,7,6489,domain1,domain1,1,Yes (domain1 present),1,True,737.1,0,1,35.31026700511575,mode_b,100.0,band_a,filt_a,10.0,0.1828232279141536,405.1603859627772,12.873352125928836,12.924873710081954,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_9,8,6983,domain1,domain1,1,Yes (domain1 present),1,True,746.9,0,1,36.08997189439833,mode_b,100.0,band_a,filt_a,10.0,0.1744524493317405,599.9999999999999,12.674633449527414,12.817964646267262,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_10,9,866,domain1,domain1,0,No (no domain1),0,True,6367.0,0,1,27.77118794620037,mode_b,100.0,band_a,filt_a,10.0,0.174423327074333,582.376365341246,12.530865913565007,12.625056703082375,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_11,10,3027,domain1,domain1,0,No (no domain1),0,True,833.1,0,1,36.6440350189805,mode_b,100.0,band_a,filt_a,10.0,0.1743942418806959,536.3914211306812,12.39905243269028,12.49146329724368,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_12,11,6289,domain1,domain1,1,No (no domain1),0,False,1178.0,0,1,37.5905039254576,mode_b,100.0,band_a,filt_a,10.0,0.1761467187039912,431.1463267473035,12.473336712284349,12.36022477268622,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_13,12,11067,domain1,domain1,1,Yes (domain1 present),1,True,452.0,0,1,33.42107799835503,mode_b,100.0,band_a,filt_a,10.0,0.1760062926804203,459.1627876465097,12.367402315497335,12.442116641737856,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_14,13,1918,domain1,domain1,0,Yes (domain1 present),1,False,456.5,0,1,36.333931144326925,mode_b,100.0,band_a,filt_a,10.0,0.1745011660988968,530.6654322996392,12.614418103747944,12.338677498529702,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_15,14,17207,domain1,domain1,1,No (no domain1),0,False,454.0,0,1,34.728779923170805,mode_b,100.0,band_a,filt_a,10.0,0.1743144648555069,426.7707118619914,12.782955726514524,12.589853757570843,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_16,15,851,domain1,domain1,0,No (no domain1),0,True,538.1,0,1,34.74503196775913,mode_b,100.0,band_a,filt_a,10.0,0.1747907308269686,424.3110535255952,12.694900284306328,12.760607926668415,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_17,16,9345,domain1,domain1,1,Yes (domain1 present),1,True,730.0,0,1,32.339232973754406,mode_b,100.0,band_a,filt_a,10.0,0.1747719120387038,460.8871834471546,12.627300006201844,12.673652975141792,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_18,17,10551,domain1,domain1,1,Yes (domain1 present),1,True,559.0,0,1,39.14634697139263,mode_b,100.0,band_a,filt_a,10.0,0.1747661286804269,479.2064642003189,12.552951395574876,12.608699918824822,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_19,18,2230,domain1,domain1,0,No (no domain1),0,True,1187.4,0,1,34.04811606742442,mode_b,100.0,band_a,filt_a,10.0,0.1761161863657211,464.63100234818427,12.474035381592955,12.53648536428258,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_20,19,13612,domain1,domain1,1,Yes (domain1 present),1,True,633.9,0,1,33.73817610554397,mode_b,100.0,band_a,filt_a,10.0,0.1750711945021136,477.3389733267618,12.390608200338724,12.457953872939372,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_21,20,13197,domain1,domain1,1,Yes (domain1 present),1,True,847.4,0,1,33.48875604569912,mode_b,100.0,band_a,filt_a,10.0,0.1746660377352278,480.7997259857207,12.302605053311645,12.376319891853,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_22,21,2657,domain1,domain1,0,Yes (domain1 present),1,False,1478.3,0,1,36.303604021668434,mode_b,100.0,band_a,filt_a,10.0,0.1746704523064332,463.5517385465516,12.489289957180173,12.289670679585209,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_23,22,2733,domain1,domain1,0,No (no domain1),0,True,830.8,0,1,38.86991390027106,mode_b,100.0,band_a,filt_a,10.0,0.1745935498488445,465.72070255250566,12.404499165646817,12.47500343390278,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_24,23,5962,domain1,domain1,1,Yes (domain1 present),1,True,688.2,0,1,35.40398785844445,mode_b,100.0,band_a,filt_a,10.0,0.1745874997113879,456.4043354867055,12.32173908465187,12.39069045525325,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_25,24,12089,domain1,domain1,1,No (no domain1),0,False,784.0,0,1,35.424601985141635,mode_b,100.0,band_a,filt_a,10.0,0.1746205833224922,439.5426164837869,12.586703790262082,12.310175870737565,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_26,25,11870,domain1,domain1,1,Yes (domain1 present),1,True,443.8,0,1,35.04948900081217,mode_b,100.0,band_a,filt_a,10.0,0.1746361683015665,442.0103050822929,12.52029999119801,12.572656041578572,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_27,26,874,domain1,domain1,0,Yes (domain1 present),1,False,522.2,0,1,39.55352609045804,mode_b,100.0,band_a,filt_a,10.0,0.1748133940516841,383.0817551780009,12.788118648810542,12.508167097067728,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_28,27,15802,domain1,domain1,0,Yes (domain1 present),1,False,830.8,0,1,33.58494001440704,mode_b,100.0,band_a,filt_a,10.0,0.1754432158728506,599.9999999999999,12.697384854855729,12.773114812212818,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_29,28,12318,domain1,domain1,1,Yes (domain1 present),1,True,657.5,0,1,24.234476033598185,mode_b,100.0,band_a,filt_a,10.0,0.1760179240979515,591.817764815274,12.64882528570275,12.679215772786456,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_30,29,15428,domain1,domain1,0,No (no domain1),0,True,819.1,0,1,23.61216605640948,mode_b,100.0,band_a,filt_a,10.0,0.1762852058845782,576.0453828611812,12.559178681071456,12.632140603500847,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_31,30,13506,domain1,domain1,0,Yes (domain1 present),1,False,381.5,0,1,32.04930620267987,mode_b,100.0,band_a,filt_a,10.0,0.174202010451963,573.9694976805469,12.712890276560014,12.54407603898014,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_32,31,14082,domain1,domain1,1,Yes (domain1 present),1,True,566.6,0,1,36.609141156077385,mode_b,100.0,band_a,filt_a,10.0,0.1750054805590711,558.639340491732,12.667093172860216,12.697661482207144,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_33,32,16356,domain1,domain1,0,No (no domain1),0,True,393.2,0,1,32.82416588626802,mode_b,100.0,band_a,filt_a,10.0,0.1752868001146099,566.7857806126018,12.580335514873726,12.65303408330356,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_34,33,14059,domain1,domain1,0,No (no domain1),0,True,452.5,0,1,32.305879052728415,mode_b,100.0,band_a,filt_a,10.0,0.1756584661401149,560.274223319328,12.502572017315735,12.568142279805883,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_35,34,12134,domain1,domain1,1,Yes (domain1 present),1,True,293.6,0,1,36.05489293113351,mode_b,100.0,band_a,filt_a,10.0,0.1758664608342752,526.9515415761265,12.475579484061546,12.491072961761128,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_36,35,15154,domain1,domain1,0,Yes (domain1 present),1,False,567.4,0,1,37.79428917914629,mode_b,100.0,band_a,filt_a,10.0,0.1742150642041917,515.248610890589,12.60157478772463,12.464763674942436,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_37,36,5496,domain1,domain1,1,No (no domain1),0,False,407.6,0,1,35.357706947252154,mode_b,100.0,band_a,filt_a,10.0,0.1737537427648871,562.8867055263393,12.627993488356871,12.591080668352014,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_38,37,36215,domain4,domain6,0,domain2,0,False,1431.2,0,1,485.6533508282155,mode_b,100.0,band_a,filt_a,10.0,0.1770256313942746,401.3265489209543,12.553719094926535,12.304191004533331,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_39,38,32305,domain3,domain2,0,domain3,1,False,1095.1,0,1,446.1978368926793,mode_b,100.0,band_a,filt_a,10.0,0.179360511820539,334.40873118498746,11.90917332695678,12.263069623622464,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_40,39,68822,domain5,domain2,0,domain3,0,False,1467.0,0,1,397.8974130004645,mode_b,100.0,band_a,filt_a,10.0,0.179410694758596,599.9999999999999,11.53214202346479,11.650677645139483,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_41,40,33250,domain6,domain2,0,domain3,0,False,773.7,0,1,394.7041449137032,mode_b,100.0,band_a,filt_a,10.0,0.1801802000145875,426.4036737711279,11.497128802582456,11.273387804193352,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_42,41,46278,domain7,domain5,0,domain5,0,True,1142.9,0,1,433.0430200789124,mode_b,100.0,band_a,filt_a,10.0,0.1821585554087442,323.94680000474267,11.327475693253524,11.237327192939878,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_43,42,68953,domain4,domain5,0,domain6,0,False,947.1,0,1,430.86616205982864,mode_b,100.0,band_a,filt_a,10.0,0.1767068676885466,599.9999999999999,10.911724757055232,11.092614505997282,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_44,43,51836,domain3,domain5,0,domain5,0,True,34442.6,0,1,401.420323876664,mode_b,100.0,band_a,filt_a,10.0,0.1814984921886088,348.84549635379113,10.635458350632817,10.651699340975991,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_45,44,70065,domain2,domain5,0,domain6,0,False,2959.2,0,1,435.34350604750216,mode_b,100.0,band_a,filt_a,10.0,0.181566328818361,599.9999999999999,10.137606619010606,10.419688738438452,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_46,45,51979,domain2,domain5,0,domain7,0,False,802.1,0,1,323.220930993557,mode_b,100.0,band_a,filt_a,10.0,0.173595799528259,558.8721426137707,9.959163457859177,9.926116444771145,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_47,46,49371,domain6,domain5,0,domain6,1,False,2147.6,0,1,360.1366609800607,mode_b,100.0,band_a,filt_a,10.0,0.1756580136709545,351.1692638743862,9.74044524558456,9.749186813850798,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_48,47,54076,domain4,domain5,0,domain5,0,True,548.6,0,1,317.7403900772333,mode_b,100.0,band_a,filt_a,10.0,0.175916743084162,334.974561582673,9.550705247642014,9.51863724438146,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_49,48,51380,domain2,domain5,0,domain4,0,False,625.8,0,1,358.1954948604107,mode_b,100.0,band_a,filt_a,10.0,0.1751260401446273,599.9999999999999,9.37906307642342,9.377385405396076,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_50,49,40008,domain7,domain5,0,domain3,0,False,1680.5,0,1,322.86584516987205,mode_b,100.0,band_a,filt_a,10.0,0.1736751987660004,564.2704489009642,9.200828658874345,9.20965675480259,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_51,50,63650,domain5,domain2,0,domain2,0,True,1364.2,0,1,358.6662749294192,mode_b,100.0,band_a,filt_a,10.0,0.1773659023745788,468.50071179038383,9.167366886284867,9.045562963306114,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_52,51,53019,domain5,domain3,0,domain3,0,True,549.4,0,1,332.4639489874244,mode_b,100.0,band_a,filt_a,10.0,0.177880227091302,393.9834829398327,9.004837536712667,9.004361545242741,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_53,52,55346,domain2,domain5,0,domain4,0,False,503.8,0,1,323.9601571112871,mode_b,100.0,band_a,filt_a,10.0,0.1786779175216802,358.9331585176338,8.798420617739403,8.864266017502235,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_54,53,51454,domain7,domain7,1,domain5,0,False,674.1,0,1,319.0295798704028,mode_b,100.0,band_a,filt_a,10.0,0.1742433322218775,599.9999999999999,8.825708369610684,8.659301731014253,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_55,54,70790,domain4,domain4,1,domain7,0,False,13594.5,0,1,321.294428082183,mode_b,100.0,band_a,filt_a,10.0,0.1745956976741695,406.514629053359,8.739261158478616,8.634656763851172,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_56,55,31011,domain4,domain2,0,domain6,0,False,1140.0,0,1,420.80076318234205,mode_b,100.0,band_a,filt_a,10.0,0.1740413604628052,314.06473770202166,8.567310904553537,8.560042242447743,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_57,56,41260,domain4,domain4,1,domain2,0,False,28086.0,0,1,429.9963528756052,mode_b,100.0,band_a,filt_a,10.0,0.1722524499875533,599.9999999999999,8.174805525080775,8.419275794278958,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_58,57,68639,domain7,domain5,0,domain3,0,False,539.1,0,1,354.41409004852176,mode_b,100.0,band_a,filt_a,10.0,0.1722774599019515,558.6355018384027,8.06854502987484,8.034477479268908,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_59,58,69772,domain2,domain2,1,domain4,0,False,386.6,0,1,359.9453179631382,mode_b,100.0,band_a,filt_a,10.0,0.1720898152729789,387.4115219532963,8.005850678123018,7.927225227716682,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_60,59,57261,domain5,domain5,1,domain5,1,True,503.0,0,1,361.343207070604,mode_b,100.0,band_a,filt_a,10.0,0.171880129133562,330.4198028419666,7.734196538579194,7.863901653699576,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_61,60,22123,domain2,domain2,1,domain6,0,False,766.0,0,1,345.94580298289657,mode_b,100.0,band_a,filt_a,10.0,0.1738485294214191,599.9999999999999,7.682091527558198,7.607577821004318,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_62,61,55193,domain5,domain5,1,domain7,0,False,1419.6,0,1,313.06780804879963,mode_b,100.0,band_a,filt_a,10.0,0.1775951901581716,310.2634488882275,7.635428134259035,7.553483924963893,False,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_63,62,43389,domain6,domain6,1,domain6,1,True,460.3,0,1,320.15518099069595,mode_b,100.0,band_a,filt_a,10.0,0.1790749176381204,599.9999999999999,7.380369036224127,7.512240568809797,True,False
859ca73f-ba36-4670-9bfb-2072e252c595,participant_64,63,36886,domain3,domain3,1,domain5,0,False,398.0,0,1,317.97246215865016,mode_b,100.0,band_a,filt_a,10.0,0.1781831030352845,410.87950784598746,7.459871216297339,7.275390436845278,False,False
