session_id,expertise,started_utc,finished_utc,n_questions,stop_reason,accuracy,mean_rt_ms,delta_auroc,n_questions_total,n_post_decision,extended_stop_reason,practice_setting,years_reading_eeg,eeg_volume_per_month,self_rated_confidence,color_vision,prior_test_taken,sex,country,race_ethnicity,auroc_spike,hw_spike,ell_spike,t_spike,auroc_sz,hw_sz,ell_sz,t_sz,auroc_lpd,hw_lpd,ell_lpd,t_lpd,auroc_gpd,hw_gpd,ell_gpd,t_gpd,auroc_lrda,hw_lrda,ell_lrda,t_lrda,auroc_grda,hw_grda,ell_grda,t_grda,auroc_iic,hw_iic,ell_iic,t_iic
afffc66e-e7a5-45a1-8854-4a0052b6ad80,Other,2026-07-08T15:58:00+00:00,2026-07-08T16:31:59+00:00,165,all_resolved,0.3879,2232.1,,500,335,bank_exhausted,Training only / not yet in practice,5–9,Fewer than 5,2,Normal color vision,No,Male,United Kingdom,Middle Eastern or North African,0.6332,0.1187,-1.4884,0.3328,0.6208,0.0929,-1.5831,0.4404,0.5762,0.0703,-2.1261,0.3006,0.6659,0.1233,-1.2059,0.7241,0.6279,0.1105,-1.5342,0.318,0.8105,0.0908,-0.1993,-0.5787,0.6309,0.1173,-1.5157,0.0236
