cand_id,tier,true_t_spike,true_ell_spike,hat_t_spike,hat_ell_spike,sd_t_spike,sd_ell_spike,n_trials_spike,decision_spike,true_t_seizure,true_ell_seizure,hat_t_seizure,hat_ell_seizure,sd_t_seizure,sd_ell_seizure,n_trials_seizure,decision_seizure,true_t_lpd,true_ell_lpd,hat_t_lpd,hat_ell_lpd,sd_t_lpd,sd_ell_lpd,n_trials_lpd,decision_lpd,true_t_gpd,true_ell_gpd,hat_t_gpd,hat_ell_gpd,sd_t_gpd,sd_ell_gpd,n_trials_gpd,decision_gpd,true_t_lrda,true_ell_lrda,hat_t_lrda,hat_ell_lrda,sd_t_lrda,sd_ell_lrda,n_trials_lrda,decision_lrda,true_t_grda,true_ell_grda,hat_t_grda,hat_ell_grda,sd_t_grda,sd_ell_grda,n_trials_grda,decision_grda,true_t_other,true_ell_other,hat_t_other,hat_ell_other,sd_t_other,sd_ell_other,n_trials_other,decision_other,n_trials_total
51,expert,-0.14502137435907034,1.9569009357084308,-0.10058671153850034,1.5501364194054192,0.1465717460242361,0.5246698329552082,10,pass,-0.29614120626878543,1.9523998350032312,-0.229968056098536,1.2004962877996725,0.12813842103312556,0.4506476569906081,13,pass,-0.22665694102520237,1.9387674337321523,-0.12900645351287018,1.4644605614429258,0.13515722553908113,0.5306263055941349,10,pass,-0.012885109711678822,1.871176027278152,0.03826543183332402,1.8558244060689444,0.10952693054591628,0.5823806859374847,10,pass,0.09689829527710164,1.5007521801949741,0.16138301529466584,1.3882717336718742,0.15383473427560854,0.5162577355898939,10,pass,0.0005834228558107179,1.6936433401369106,0.02656319057722011,1.387557676354824,0.18186968645750173,0.5252231071646476,10,pass,-0.18081540332073856,1.9087748548951926,-0.05630609383883671,1.3212646762614932,0.16832447069860135,0.4906777971848435,11,pass,74
52,expert,0.11711089945249956,1.7401358814630645,0.0467669082431854,1.0852926410493628,0.1514321978775808,0.489732331205573,11,pass,0.07947834599304342,2.164650504731389,0.09057005087502286,1.5016603966480229,0.15347851366614465,0.5248290224032173,10,pass,-0.1546618948948243,1.4087694593015636,-0.17178003917055973,1.2118830578138882,0.1135046067811758,0.4129653317374039,16,pass,0.16601075733775036,1.2744372520024367,0.02684791382479543,1.0637933528048014,0.2039501849278038,0.44423616960136253,13,pass,-0.520927496130401,1.9194584063768128,-0.36960028276574686,0.8013061957581359,0.0962640028854673,0.24652412013189012,120,refer,-0.287651521477457,1.771558186891653,-0.07945554433430939,1.132207949322927,0.14499222208845067,0.388777682605537,21,pass,-0.06314586877694356,1.8432109945453932,0.05269422611091166,1.3122553469336022,0.1851575070733566,0.5010098695539974,11,pass,202
53,expert,0.40354023798056,1.7517549912146866,0.16513404174378474,1.3501360254265231,0.15912844666190173,0.5000129799710494,10,pass,-0.03368017937561215,1.447789273308861,0.0874163038410493,1.3725445444227364,0.12874685012685164,0.4931175616080446,11,pass,-0.0402481792421146,1.4098408424730102,-0.010767389524688989,1.121224936341524,0.11677207486236589,0.3360839599492254,23,pass,0.20518518617687237,1.5563246499299959,-0.01669901680453602,1.2546814751302098,0.20321714652930217,0.5025016013696706,10,pass,-0.009528719597110007,1.5079724850846952,0.03555928957005266,1.1734947469717716,0.15336662233191403,0.39288497175944254,17,pass,0.02641918011370243,1.830227565054896,-0.0003223523880349185,1.2260994568291665,0.13970538781457775,0.43183781230003754,14,pass,-0.05270684799546317,1.2667254387298406,0.050538164496785325,1.14432815243207,0.15076492858485188,0.41918534873727625,15,pass,100
54,expert,-0.03806341654649596,1.4230991826514001,-0.14446207446906564,1.3031943831533959,0.16067041681061817,0.5072880323663441,10,pass,0.5879049306189521,1.7324668200309723,0.2282116778784479,1.2345253589145682,0.1575508799205611,0.39989160863191153,17,pass,-0.11495899093887303,1.7400401403312733,-0.022794601133977042,1.259908448431719,0.14506732890141308,0.4050298646720958,16,pass,-0.07928174708462678,1.8393377248566505,0.057889496276276646,1.1040548338427936,0.1699154137488788,0.42986517137659414,14,pass,0.30665420660856035,0.848851858084183,0.2543561324333975,0.89440690055757,0.10983872437428288,0.23467455521915123,55,pass,-0.024273313397738264,1.8306856094928332,-0.11598341926660027,1.4016064768135599,0.15840144318750185,0.47872675246025875,12,pass,0.02223831411738211,1.5886032239433328,0.07450575882436358,1.1474894455935403,0.15680364838273772,0.3957852260216003,17,pass,141
55,expert,-0.05224279878651922,1.3080842045301297,0.005796625648720142,1.1292285436607516,0.1780029355384091,0.496772745995314,10,pass,0.17890985094337442,1.6018733206972755,0.1580568281459044,1.3419825099631804,0.17097672427852054,0.5002158453133135,10,pass,0.005176793638471181,1.335866239097482,0.002745770471143139,1.6368236045112767,0.14528764551160164,0.5219842997004158,10,pass,-0.30841010262337304,1.5228817892484674,-0.07860459222971966,0.9881347276735611,0.15692728524994093,0.3906708742040557,17,pass,0.029570389313171297,1.642094831972885,0.05847561221492474,1.0037511601782094,0.14165770156250365,0.3187394070307187,29,pass,-0.26541063130475884,1.818204100491382,-0.2697143902152949,0.9464349579391504,0.09202007738917854,0.2787301720708872,72,pass,0.16416715877280252,1.582354605689246,0.15600861358768892,1.3475787349776411,0.16898160494036718,0.5008643698753303,10,pass,158
56,expert,-0.09998880412785126,1.7468759332321708,-0.10608020045733219,1.3061342395585418,0.21574109918822507,0.5138890754709579,10,pass,-0.025172287251524463,1.4479836846778265,-0.047442232719541524,1.2693411675137878,0.15228623504914104,0.4521927332783644,13,pass,0.10256193346026153,1.2764847936165984,0.04773807594465663,1.1179353789894657,0.14926580279680057,0.35246276699732526,23,pass,0.12279092396571241,2.0116674543620556,-0.02072351846462766,1.3686572936231747,0.19087232921781996,0.51032567859568,10,pass,-0.39341884682340944,1.5062212866538336,-0.06678903019217579,1.3734764932896293,0.16232588595447978,0.5096954821467652,12,pass,0.16900453077816466,1.6998347426663671,0.1885133810073956,1.4406946881920724,0.16456602537999512,0.5189480091366523,10,pass,0.10197818764939304,1.663603063555787,0.06355354400649771,1.1215211976887776,0.16671287969826293,0.37827140223776207,19,pass,97
57,expert,0.15413801992355325,1.4699951709621468,0.07479833301233318,1.1122612139134425,0.23412245498146855,0.49994386289620796,10,pass,0.021637193267029984,1.4461187899261307,-0.010371768469120362,1.7518807137276236,0.13809861222464712,0.5353358805264308,10,pass,0.0769132932028197,1.4600863229992809,-0.003129110461259709,1.4233368014271486,0.16146647882328494,0.48476475286721277,12,pass,-0.09483295768161834,1.3612233244641012,-0.006037562613938869,0.8041732217035199,0.11935463337386369,0.2795578164318423,46,pass,0.16965600005587925,1.6570143059991604,0.02141719775714712,1.706424647154955,0.14531880812136008,0.5357363288184553,10,pass,-0.03158796467927167,1.2510661171240973,-0.07468606938696075,1.1605046574492848,0.13692280628785788,0.3662749493026419,22,pass,0.42474886330618444,1.7167716119760457,0.19645171508304154,1.3700583125063093,0.17426769987714047,0.4940280624165571,11,pass,121
58,expert,-0.3295869523302586,1.617554454982804,-0.06702900739473613,1.5902572900167045,0.14283145393495134,0.526701706833416,10,pass,-0.1094037551655474,1.5791074215339924,-0.020710109929788258,1.7703058707510455,0.11970611619454001,0.5371046759949786,10,pass,0.29221080516474723,1.2633209492935014,0.18390331834515336,1.248097423622703,0.12467494998214593,0.4209304384809429,15,pass,0.14427962161059962,1.656694372591785,-0.09381789737475145,1.315704677979324,0.15837839651873747,0.5382204149848147,10,pass,-0.18439743747679962,1.9640881871589964,-0.13210851887160383,1.2723836941441802,0.12009233701741763,0.4263512581553042,18,pass,-0.3827816943717419,2.1485384201915454,-0.016382294050287738,1.2196626387650216,0.14216336632561127,0.41029853360178514,16,pass,-0.004236121401082134,1.6696649955043852,-0.02273976289538406,1.3196982142235507,0.17923163786179422,0.5010242917805471,10,pass,89
59,expert,0.23366150571074648,1.7739477482699195,0.15067983340753247,1.4586523834921534,0.14191802660357908,0.5116396786440974,10,pass,0.16415395077684666,2.565975608531605,0.11056802081954335,1.5325157648390528,0.13844950894218727,0.5207849766959972,10,pass,-0.012960254141169684,1.9782723942541853,-0.008604667469822323,1.7354415369962326,0.12562458598860363,0.5371050166867829,10,pass,-0.07433861977949671,1.5845835374586112,-0.016792777353519917,1.0586636870667228,0.16283775662694125,0.43038383034048044,15,pass,-0.1076785736809542,2.172293391125095,0.03744841980822893,1.5645590713044728,0.15317796246737636,0.5244667661415253,10,pass,0.04229991582475745,2.207346668998073,0.129064834572309,1.3529906812519734,0.14544690738365026,0.5144289824595907,10,pass,-0.04178082228764849,1.7448377222145288,-0.14346630576706956,1.3919435522962047,0.15653886754880444,0.5106353916133438,10,pass,75
60,experienced,0.22927217121425697,0.8809776435901036,0.015615554873284487,1.1517298608486206,0.2050308554077805,0.4791260410735072,11,pass,0.10242393167161042,0.902886979527934,-0.03803497255947739,1.1965551986690774,0.17105654354455693,0.443969946884386,13,pass,-0.15983337583473253,1.0222700764549348,-0.14589482584881247,1.3751270834592948,0.151638579463015,0.4956060092229416,11,pass,-0.15866533991380838,0.925944385179081,-0.04025752722926762,1.3785928421785907,0.18822343777639086,0.5188440664852766,10,pass,0.2511870702472865,0.9350909913207706,0.13677522508429701,1.2833840057742243,0.1636236617496029,0.4349645670328303,15,pass,-0.16258188045918595,0.7746855916578956,-0.1181536425748734,0.9413282172013613,0.09593850800535475,0.27170898490156403,53,pass,0.6965979250306058,0.8786624282744994,0.34339575329403704,0.7115380539442192,0.09262218758775854,0.16219832680194018,99,pass,212
61,experienced,0.05048923458185255,1.026360924207994,0.17620677878136107,1.144468774605195,0.1881094526799491,0.4596586106365008,12,pass,0.281695785007402,1.2172405345596744,0.04537932686986222,1.1632142871772089,0.1535196886134591,0.4081203643081836,16,pass,0.10107152363267367,1.5644894591178256,0.10917198407405737,1.409767138445404,0.13154734586647396,0.4593539570514578,13,pass,0.23893710481078131,1.1325459049878104,0.062402981036104574,1.1409199615330172,0.1750619405138123,0.4386285847931959,13,pass,-0.12064171005601976,1.222300981462432,-0.030075108752934693,1.122882290295168,0.15399804901977968,0.37748611097916906,20,pass,-0.19631697498061332,1.1753263993160155,-0.01969197760478946,1.1819606618523517,0.13924045577804722,0.4110398542278478,16,pass,-0.06850875028107258,0.8155061433893807,0.026136735049176872,0.9880032917158954,0.14526342231127445,0.30890490283046,29,pass,119
62,experienced,-0.1724368154723201,1.022454299171698,-0.10091463751689443,1.2525760655178027,0.2219366842054022,0.5099552793443503,10,pass,0.024625671528562498,0.5047716045378939,0.15590759508506116,0.9081209186166291,0.1265813245226555,0.2662335215721639,36,pass,0.25855804194220966,1.0478885469287507,0.04361800147862539,1.0953195472873527,0.11927923346461924,0.3258889367049568,25,pass,0.2182752209495338,0.7715520128422657,0.18418015978907593,1.1734576359294948,0.20346426689944133,0.5078665792394144,10,pass,-0.1786704962134276,1.2117927287291086,-0.0810210211453777,1.2507188284678157,0.146568147344432,0.44064113167672914,16,pass,-0.01529797615753118,1.161059869407744,-0.04262267529703105,1.1619658794330507,0.13415847693115074,0.38084452289714854,19,pass,-0.0556887918746553,0.7229351449107049,-0.08587987615294833,1.0750416518491954,0.15942192521889298,0.36460300975965376,21,pass,137
63,experienced,-0.08265566451875012,1.4202732465887933,-0.17645717737913302,1.361130268713723,0.17125523935004955,0.5067315466089717,10,pass,0.17223151698333025,1.0957237619569784,0.145977861566669,1.1033084858281506,0.14595940013779463,0.3677459772407477,19,pass,-0.08550202328687938,1.3192584218172105,-0.1347511061717521,1.2697747128729824,0.14596269957456123,0.42585631150530134,15,pass,0.004758545150583844,1.5860592840454335,0.12011966617796996,1.2731942610603695,0.20658386530299738,0.5246200749968529,10,pass,0.40038803550100477,1.5376170926791446,0.17425558828928103,1.3958841024908815,0.16965996497653235,0.5085798125872564,10,pass,-0.20102806216443303,1.0274653553406148,0.02387679540593461,1.0080981409354206,0.13154917293794047,0.31585977816030225,26,pass,-0.034552928019329104,1.3085566228057495,-0.13450277332305569,1.1477899811214314,0.16106101250046614,0.406616820044769,16,pass,106
64,experienced,-0.09245014203707617,1.5352425375172223,-0.09733768956132782,1.3383203578283391,0.11123125130882495,0.5310697446788524,10,pass,-0.3036240843648996,0.9183202373324351,-0.09721694946337057,1.120712289671818,0.12153658729421891,0.37483093703469245,18,pass,-0.3781728172254485,1.3081736115846936,-0.1256472489436056,0.9564418376761656,0.11253452536468088,0.2505526480739374,41,pass,-0.24128795588536747,1.81774188690127,-0.19900928024292228,1.0554888906276354,0.1233057494151133,0.3910135767960188,18,pass,0.1415614386793697,1.122557769351411,0.0455757113638825,1.193044753677598,0.10403546850964754,0.4024185992319352,17,pass,0.20199578647854305,1.233837615439764,0.07987202751272382,0.9785554125440453,0.12099517850012745,0.2864949152494639,34,pass,-0.09267599801556277,1.7548187835660243,0.011161574697750297,1.6698973121305554,0.11302440111589764,0.5360572850755757,10,pass,148
65,experienced,-0.12460082616450513,1.0879558500910886,0.022568665025782496,1.0514644849663353,0.15143986359387587,0.4230976402434178,14,pass,-0.009023415229077873,0.9709983709831423,-0.0026511011064894383,0.825044298599263,0.10304964505892952,0.21727540101476203,55,pass,0.36155142174293026,0.8719586921558081,0.19224216766244553,0.8687327795436871,0.09186446744549727,0.2016684393827881,66,pass,-0.4752121327592358,0.602014562900132,-0.19712733151122547,0.9476666754853136,0.14224689236586707,0.3536587291348969,24,pass,0.043377289990135647,0.704123287781192,0.1543518433451139,1.0186529481732849,0.12618624613974186,0.3090120376393398,28,pass,0.6343853123020322,0.7749979540337171,0.4558507129005415,0.8021958188464832,0.09446751252268806,0.18977922432077174,77,pass,0.050180663269161006,0.9900801565267764,-0.05328027791722987,1.4220127937422715,0.16829313629041076,0.5088015854860581,10,pass,274
66,experienced,0.7858580061571825,1.35213795070015,0.4411943566028015,0.9118158197680221,0.16976801283292287,0.3759521609423254,18,pass,-0.4328128795810205,1.6331478467565836,-0.16314535161160046,0.9618987175948942,0.1356707231285088,0.3013952400278618,29,pass,0.11971616458391299,1.0457427877978085,0.10709094552156484,1.2087471956396392,0.1436385720257586,0.37389520698956946,19,pass,0.04356635851724734,1.4269548522585316,0.027587213170753834,1.5352407358530806,0.15380354294472717,0.5273136449121637,10,pass,0.8236599965114828,1.3709636513307908,0.3683193221694136,0.8880009354427197,0.10175188930761667,0.22807565361884138,52,pass,0.0715428454518625,1.4348843716756838,-0.09140557376484738,1.4251085123564238,0.14261663554079712,0.45427276546906814,13,pass,-0.06644832927547735,1.2132770067050518,-0.048513970360000984,1.010414507956505,0.14635679307312618,0.33286619655065847,24,pass,165
67,experienced,0.07546800644289178,0.49981851440221936,0.061871172777295744,1.054558350159995,0.16652338662261687,0.4367332265288115,13,pass,0.43064686380349076,0.2703007687240121,0.04413060919300202,0.8080257404052142,0.10246586347242566,0.20699674581661448,64,pass,-0.024253040258052243,0.9606182534228083,-0.010797489110769595,1.012538957679015,0.11025925394953916,0.27733808912570945,34,pass,0.064697360732357,0.6609410715575353,0.017838369049725643,1.0695848588935388,0.18882972058601669,0.4053064173903718,16,pass,-0.2723689406530761,1.1918047096421078,0.02315705759461168,1.5354410635218274,0.16853565185879846,0.5127910551471171,10,pass,0.2127667378108622,0.8423521199506916,0.11084034120627465,0.8850423780477582,0.10335468880607523,0.2348887140270205,58,pass,0.4220526927581437,0.8549054708166035,0.2910964834674952,1.1997627933451929,0.15422863710121076,0.4069215287748706,16,pass,211
68,experienced,-0.11794106768029478,1.3767114013741966,-0.034932528489826926,1.036964251945794,0.15856464406275497,0.4602281377400838,12,pass,0.5128218284281045,0.8883840696437768,0.2067494341164912,0.9141628334233358,0.12562935828871954,0.25623536396803076,40,pass,-0.20349341242051508,1.2498034561861402,-0.14220072258949448,1.0426954200912695,0.11727539395240069,0.2954863401753822,32,pass,-0.3701875547640889,1.4700785132374583,-0.1850614933514687,1.1757599340889122,0.16112856653780075,0.46897163518182744,12,pass,0.14398766425368914,0.7128150321762262,0.060785435416695385,1.3971650414179198,0.16308992807685593,0.4623452013508508,13,pass,0.28137533913058105,0.909757761970801,0.04483881524420828,1.210995404368613,0.1509514175630632,0.4015065219885969,16,pass,0.1521772555015605,0.9051037319633906,0.12117794969712342,0.7829820470848258,0.10501587864412122,0.20179442564702213,67,pass,192
69,experienced,0.5677913016565741,1.426606129041714,0.30042169216057435,1.2067666866589981,0.16875187819559645,0.505539736603072,10,pass,0.013013012895431724,1.3131352852625193,0.04333240928993319,1.0493582647131579,0.12854590143046063,0.35073117330233494,22,pass,-0.2207199618335928,1.2232572320633148,-0.14124827882521998,1.4871139972280785,0.15232517771186968,0.5191525387990846,10,pass,-0.33261688311865484,1.2728977376836552,-0.11929329011057657,1.2822046096755184,0.1694439245680947,0.515745352479263,10,pass,0.2006552504496087,1.168996252088917,0.14548421343400542,1.3954417036563138,0.1307918692717172,0.5376653694095468,10,pass,0.20172063067856869,1.466131705082475,0.15168594912459876,1.3638395374193726,0.1608298338062597,0.5097369687551231,10,pass,-0.28662213291212046,1.2858551010128256,-0.1637001680521392,1.2526354368998516,0.17983359156968565,0.4897983881428316,11,pass,83
70,experienced,-0.03331125906872787,1.344450580788531,-0.04128307622782184,0.9145034736279033,0.18577710084230017,0.3613162975624193,19,pass,-0.39105872318975116,0.917716133709664,-0.1457620573524977,1.4773381601353006,0.16124192718407462,0.5097082631378134,10,pass,-0.26112580196963675,1.1735910598063253,-0.1406959722913121,1.3888633018855026,0.1546961641338643,0.491833704236195,11,pass,-0.029599754065418836,1.5375327784481905,0.05004244032654304,1.1248621144345032,0.1556225558990677,0.4538884262798423,13,pass,-0.2466196467489779,1.04184160628083,-0.17386363088989507,1.1989411191995423,0.12748056524310697,0.421595320274569,21,pass,-0.32699969510444227,1.226792709423132,-0.20797627692189047,0.9548426576540011,0.09396365269247228,0.28247958623103775,75,pass,-0.01226748607127608,1.5727187629469488,-0.13898337040501982,1.3322838030826585,0.15302302508341634,0.5105621752122319,10,pass,159
71,experienced,0.24705087832333333,1.0795559803214128,0.20453048561009704,1.2733815009011935,0.14875869925779134,0.5291893692927224,10,pass,-0.025248993465440628,1.3032949168672234,0.00031380752028505146,1.2374946597043894,0.13703751675871906,0.41608777182193146,15,pass,-0.19060227628954632,0.9604086427801249,-0.05101011273513849,1.0320116723120163,0.12417529143055164,0.28725496875830164,33,pass,0.045409470056700936,0.7345579848638502,0.07102126152887436,1.5094738062337583,0.15758002819059364,0.5372861765541339,10,pass,-0.1323220182276437,0.8405451012832528,-0.007527905115348171,1.1979352613121101,0.13238706919500795,0.4206716245807996,16,pass,-0.1222536028446496,1.1414350113909366,-0.15176907079187466,1.0270849374458961,0.11871307334570692,0.32553127715352326,27,pass,0.32794423896888264,0.7799276362254781,0.23000777379377638,0.9214239551249851,0.11984119899471322,0.2731343725448055,36,pass,147
72,experienced,-0.04829727680557821,0.496332137962072,-0.13328709777734138,1.2813913850690852,0.15407608134773063,0.5034404444962569,10,pass,0.5722243044887251,0.5441380962510305,0.3413617087754184,0.7102405118056616,0.08382093502696006,0.15071466595459737,117,pass,0.06921199674932701,0.9000133603097196,-0.08367247107804722,1.1911188300582531,0.13180706865550798,0.38278133445033424,18,pass,0.3691891503434233,1.002125758738785,0.009922094614826474,1.5664444831348618,0.15284041680790567,0.5254585019788608,10,pass,0.15244754381963876,0.9248046847945686,0.11369013127604667,1.2005567525941234,0.15486053589087337,0.40879897323089287,17,pass,0.46745762560835435,0.7358530601039344,0.22647485130901318,0.8721203915742658,0.10826337172789599,0.23034784864443647,54,pass,0.20938255359385252,0.8705230020401856,0.004290629370761182,0.9424919288138656,0.13190029310106705,0.2970907203682012,30,pass,256
73,experienced,0.5703346367970604,1.1002969907291766,0.33412795252480265,1.04077307644071,0.17652184292075213,0.4097334429512028,15,pass,-0.15963177819834767,0.8412124184531369,-0.024421772311691056,1.103588553119192,0.15098395400144138,0.38242217379453797,18,pass,0.23184816795215435,1.5064662529663004,0.09421541902578719,1.5598202771173555,0.15192298477646574,0.5342842358882666,10,pass,0.20417475319515746,0.989774641121959,0.09626511311777047,1.0351356121704642,0.16206584668030993,0.3982901123374955,16,pass,0.06076934929150744,1.0482551131463793,0.17389290906567986,1.3912805728581052,0.15685051039322662,0.5177165067993413,10,pass,-0.551269676837791,0.988272590461481,-0.10379011948642972,1.411712916294462,0.17709704799520645,0.5232819783881428,10,pass,-0.2054245599942113,1.1528840849011788,-0.2486918471030163,1.1266123941050734,0.1531922498129787,0.3999462950337671,17,pass,96
74,experienced,0.04408089008235628,1.3991260495955182,0.13933987907507908,1.3842631226932465,0.12374073957956806,0.5241175222505625,10,pass,-0.1750066263362461,1.4369996498852955,-0.10859100216890001,1.3266099451379303,0.11357631629485018,0.539187213379387,10,pass,-0.2605702012289091,1.013388615302795,-0.1388178865193702,1.4072014007713625,0.12977000820429563,0.5323065268070035,10,pass,-0.24344132985924852,2.027167885246182,-0.09308930756163744,1.434601598541464,0.13298178238668837,0.5561221151947449,10,pass,-0.1629035615684999,0.7157785442325083,-0.12802309401174003,0.8554831848620613,0.08593935935465426,0.22782695121052812,82,pass,0.1198060930353874,0.7107633433248624,0.08787108696573619,0.817167869782542,0.07630362357735729,0.2008711874037583,88,pass,0.05968401415831265,0.9809487025011911,-0.03625035543745613,1.2396522084948958,0.15286276222134362,0.46485029650183196,12,pass,222
75,experienced,-0.2553591168846028,1.496587086678627,-0.15313636933246325,1.3346750382421977,0.14068312513340106,0.5299552207586817,10,pass,0.0011665389822924901,1.0753004762066347,-0.17153597466342266,1.3928731134463357,0.16609758348924528,0.5065114432294803,10,pass,0.28208848151874594,1.0046995684500937,0.16005648102348816,0.9515524562206101,0.10958875634016149,0.2502072981632295,41,pass,0.6006802230583496,1.1720103462854892,0.3462577686240177,0.9813495228521512,0.1315733482964296,0.34416566991363856,22,pass,0.24473989924127337,1.1740161746890918,0.03775989875418288,1.146619889638593,0.15576464425410075,0.3954140964739096,18,pass,-0.02551324051807793,1.2613177401695566,-0.06382636218239736,1.1126006079347208,0.15022316742349776,0.36214180143366526,22,pass,-0.04730290621259301,1.0062082843705038,-0.045275952452128225,1.216536289591732,0.15429971708169746,0.4504701455433422,13,pass,136
76,experienced,-0.35703973722468146,1.032788243376155,-0.2886909918384332,1.0601681819683813,0.18858030722755353,0.4669232318323511,11,pass,-0.42950749142624384,1.0312759690763755,-0.2109312724862371,1.005277452261519,0.13451264698722754,0.31322128612198386,26,pass,-0.10128218841948852,0.6279980110955962,-0.28974371171686786,-0.15374784481098033,0.19009649683145433,0.3821255072482525,17,fail,0.3006282544377487,1.3345907896232272,0.04953472517255243,0.9701732255824551,0.1365513738808831,0.35842361054497174,20,pass,-0.0974303522220966,1.0157964756206934,0.02708134258876285,1.010108110117378,0.12221887326180299,0.32201075397188306,27,pass,-0.33347283531871713,1.5717849962731059,-0.2945265099828177,0.8269635347705058,0.08905944028374335,0.24124839336425136,120,refer,-0.08754866324568696,1.7130120445794619,-0.1417767989133639,1.2662178196097484,0.1613526394139259,0.5053088145628645,10,pass,231
77,experienced,0.2784003018422328,1.119740269740707,0.18015098697186221,1.3712961024911223,0.18714302628060642,0.4961550223378274,10,pass,0.07763980755467297,0.9619033401405346,-0.13786426744628216,1.4074876099799967,0.15315594365269108,0.46288349148685076,12,pass,0.2583634433828981,0.891160569191086,0.0012087947384492195,1.0882575632006255,0.1478433329679249,0.3363886406047593,24,pass,-0.24946622868372922,1.0077726420256685,0.055681774476837066,1.1844322231799913,0.1625511733561299,0.4471275578187691,13,pass,-0.6931744798605881,0.849096514242254,-0.2697463973066574,0.8529411691695308,0.1142954740290671,0.28371498372583126,120,refer,0.0017100508443116818,0.8547463852357694,-0.0527040756020892,0.7419416815825435,0.07586163801084987,0.19190927238358044,120,refer,-0.2975689703015572,0.8599650010402685,-0.12707790228626578,1.0694332205064332,0.17108833820078015,0.36819310715821424,20,pass,319
78,experienced,-0.28579772511120194,1.6031551186901154,-0.2850851779492502,1.1930218978522407,0.19623425027358438,0.5035434066517532,10,pass,0.2715828106480388,0.9798102588021768,0.07149298802883118,1.4547336126224688,0.1754900270366116,0.5277722830148743,10,pass,-0.0567840475114667,0.9526230961934524,0.0009371183196789049,1.0216812792811178,0.10814105272405107,0.28804247457621557,32,pass,-0.3480366223573326,1.1491491989566633,-0.13030506544907286,1.12466035965976,0.19915839979195207,0.48038565185337456,12,pass,-0.2659172654902803,1.519384345174535,-0.2021985208823739,1.1384982814635873,0.11143567275745674,0.3903463098163053,24,pass,0.10072705909931687,1.2158327790712715,-0.10440374903318794,1.3429058748120009,0.18172008954781851,0.515456673377802,10,pass,0.10331914733904997,1.2955824480169633,0.1569870463915925,1.1536963357166716,0.16225096563232805,0.4148251712682825,16,pass,114
79,experienced,-0.044433527541412686,1.535608657788724,-0.16152289709276874,1.312341942520424,0.14929908213626167,0.518205184916455,10,pass,0.01850682398723719,1.0219740146953507,0.07722792167462589,1.2311588200546049,0.16172337835281078,0.41902798397588864,15,pass,0.2680379615134001,1.4610315224723072,0.039208339938392324,1.1267033959617787,0.13271535449527516,0.3426852139870653,23,pass,-0.045402533047003354,1.5252908243651317,0.055729036700320755,1.0625983295675676,0.1765592688561284,0.39787393832862505,16,pass,0.7027731397599944,1.5490097379963048,0.2485787751502,1.201970565591827,0.1661750992494295,0.4166260418307978,15,pass,0.12054901750320997,1.1632805313859864,0.09082496200983607,1.0317246334741352,0.1343945558251295,0.32916535091743665,26,pass,0.41519144221575094,1.4228890818357394,0.12395061769784987,1.0928112737532794,0.14306176668623444,0.36780667166132935,19,pass,124
80,experienced,-0.21923728614400315,0.8955258065771996,-0.2582451024926706,0.7891424550971401,0.1562323173896501,0.30135042159201086,28,pass,0.48001339026087053,0.674412589450095,0.22691866709184283,0.9892269769239286,0.1262045627420479,0.3048783633762008,30,pass,0.48172664922917113,0.6022525085420819,0.191408142369139,0.5695412792685686,0.08042606023045028,0.15179061086041268,120,refer,-0.3131191924625154,0.9398428469191681,-0.015602202128949515,1.2101124978729048,0.22217970644298782,0.4782673850731225,11,pass,0.6698562367744043,0.6649449618304919,0.3094132634336658,1.067260446713869,0.13824089148805935,0.34775514916724604,23,pass,0.3007526550868948,0.7423810967113784,0.2050797107789838,0.9256358854137431,0.11516302507623867,0.25973907263350604,45,pass,0.013708800182711802,0.6870954534950389,0.04050709670693237,1.0836730052985721,0.17061614376618872,0.37560642322965637,19,pass,276
81,experienced,0.22819653751631763,1.3652889261065473,0.029102821736756147,0.9091674211452331,0.17467677183706906,0.3838788951449952,17,pass,0.5170464705841075,1.1612176440509807,0.2701059997598181,1.012434600974912,0.14358221619527606,0.33180333283360114,26,pass,-0.17341842801265792,1.4387809325316643,-0.2221660187772484,1.3201035935371168,0.14766235086106802,0.43505850776168786,14,pass,0.1563710709069171,1.3341007240577127,0.10240714003073685,1.613792051176294,0.14615117354225599,0.5550202321151304,10,pass,-0.2911169299673012,0.7953463360067607,-0.1253489065285632,0.9068073593080728,0.09477399325391189,0.2570876872792298,56,pass,-0.02805348536546116,1.1028386350201898,-0.03530708183872682,1.1045405014743774,0.14849774891085268,0.3674948565792247,22,pass,-0.32052596479733436,0.5075518929326658,-0.0056999115801943875,1.071960553392342,0.1302222818544463,0.3535722744799456,21,pass,166
