task,seg_id,s_mean,s_sd,n_raters,pos_rate
spike,135,-1.074938948820696,0.4989069124213124,18,0.0555555555555555
spike,136,-0.4063334762641557,0.0604783304275363,171,0.2514619883040935
spike,137,-1.4675636288111569,0.7633462826717481,21,0.0
spike,138,0.1115849827542999,0.0614754175413742,60,0.55
spike,139,-1.3115852111327635,0.7978653655120657,13,0.0
spike,140,-0.8764473662052471,0.3426884855723374,16,0.125
spike,141,-0.8659601060289731,0.1067517124256085,163,0.0981595092024539
spike,142,-0.5662294569533305,0.0746667644897271,168,0.1845238095238095
spike,143,-0.7684790806864399,0.0824650791994006,190,0.1052631578947368
spike,144,-0.3342151697082375,0.0587788369107233,172,0.2906976744186046
spike,145,-1.526775147232089,0.7859342666295495,19,0.0
spike,146,-1.4273483684429078,0.770402409556654,17,0.0
spike,147,-1.7379736831347017,0.9359415111562088,16,0.0
spike,148,-1.0395357880374072,0.1276568370953443,162,0.074074074074074
spike,149,-0.5187450480315199,0.0732527717574954,150,0.2066666666666666
spike,150,-1.407635319939719,0.7708870664341969,18,0.0
spike,151,-0.8396221910662474,0.3384328992790976,19,0.0526315789473684
spike,152,-0.5689370221950165,0.1025110190097797,68,0.1176470588235294
spike,153,-0.0050943424790647,0.0624566908718301,77,0.5454545454545454
spike,154,-1.274567570336703,0.7629558714963336,14,0.0
spike,155,-0.8828582635786667,0.1103980020398947,156,0.1153846153846153
spike,156,-0.6992729216949697,0.1521218740022978,53,0.0754716981132075
spike,157,-0.0215266620676656,0.0700136557416116,46,0.4347826086956521
spike,158,0.1197871194457674,0.0483199399188815,162,0.6604938271604939
spike,159,-0.53334404960526,0.2382798951545871,15,0.2
spike,160,0.164437956525782,0.0488404422302777,153,0.6862745098039216
spike,161,-0.812299002516353,0.0949451229812496,173,0.0924855491329479
spike,162,0.1302050366135027,0.0485319353761689,155,0.6387096774193548
spike,163,-1.365277549448664,0.198582904714422,149,0.046979865771812
spike,164,-0.4492247972208468,0.0622841809555202,172,0.2093023255813953
spike,165,-0.2752655316449909,0.080325221151211,63,0.238095238095238
spike,166,-0.8514396477177476,0.0959632711518219,173,0.1271676300578034
spike,167,-1.3038835617576725,0.7395765740530282,18,0.0
spike,168,-1.2654178885162206,0.1522425289471218,167,0.0658682634730539
spike,169,0.2704390485834805,0.0535510455393911,145,0.7724137931034483
spike,170,-1.4613959213594714,0.7624932479441316,20,0.0
spike,171,-1.5649057332363403,0.7883625450543246,21,0.0
spike,172,-0.3299178629847357,0.0569273743936124,168,0.2857142857142857
spike,173,-0.3088075170103656,0.1923094730847306,17,0.1764705882352941
spike,174,-1.4009191003367651,0.7113971681758361,17,0.0588235294117647
spike,175,-1.2906878193288147,0.4046480750114929,57,0.0175438596491228
spike,176,-1.4839675506365542,0.8304472381372713,18,0.0
spike,177,-1.4154538357593842,0.727589487028079,13,0.0
spike,178,-0.5994466018905198,0.0789285373191626,156,0.1794871794871795
spike,179,-0.738160644536052,0.0847366908608787,173,0.1502890173410404
spike,180,-1.2777706563203857,0.7557102903641412,15,0.0
spike,181,-0.920967842781698,0.1003751890395521,182,0.1043956043956044
spike,182,-1.377851133587814,0.1825566454149641,160,0.05
spike,183,-1.44768717020146,0.7371983160291492,15,0.0
spike,184,0.0815886564351173,0.0552523323378434,120,0.6333333333333333
spike,185,-1.4990972060367664,0.8117622218384455,22,0.0
spike,186,-1.6145440301767418,0.7932174057333449,19,0.0
spike,187,-0.0708412490127802,0.0499617933753145,166,0.4397590361445783
spike,188,-0.053774849548542,0.0483776465036202,168,0.5238095238095238
spike,189,-0.520184041299602,0.0706051709228889,162,0.1975308641975308
spike,190,-1.326655661901615,0.793983901145715,12,0.0
spike,191,-1.4104790508720209,0.8047098423564617,10,0.0
spike,192,-1.2993104310605392,0.7424811145007549,13,0.0
spike,193,-1.7663762726631227,0.8716533719198204,18,0.0
spike,194,-1.2891281639524108,0.7571218638389176,12,0.0
spike,195,0.0453369688709297,0.049621960316077,149,0.6174496644295302
spike,196,-1.4579584720230363,0.9265482747964836,14,0.0
spike,197,-1.072436260396762,0.5153583739612211,15,0.0666666666666666
spike,198,-0.5839560890590483,0.0691197405139561,175,0.2228571428571428
spike,199,-1.2891068293928052,0.7427062339904558,19,0.0
spike,200,-0.7471031239496376,0.2694386971765721,21,0.0952380952380952
spike,201,-0.5918712575673266,0.2438682603611703,17,0.1176470588235294
spike,202,-1.363824058228808,0.78388855243248,14,0.0
spike,203,-1.5540106974944268,0.7920447166769216,20,0.0
spike,204,0.2193473647190097,0.0589247354898792,91,0.7032967032967034
spike,205,-0.7198607161888301,0.0835836052282232,162,0.1790123456790123
spike,206,-0.8021120510934696,0.3345341959360768,17,0.1176470588235294
spike,207,-0.5612293487505748,0.2501430124733246,19,0.2105263157894736
spike,208,-0.8317132011101233,0.0836315311163789,188,0.1489361702127659
spike,209,-1.0439479770481508,0.1262975736768486,160,0.10625
spike,210,-0.9294583109051312,0.1056226423215894,170,0.1117647058823529
spike,211,-0.9629861081093908,0.1087608372185577,171,0.1111111111111111
spike,212,-0.0020196824659077,0.0489698679318084,163,0.5521472392638037
spike,213,-0.9961667881234862,0.1247423004652234,159,0.0880503144654088
spike,214,-0.9088390713376328,0.1008787183813147,180,0.0944444444444444
spike,215,0.2114049631387529,0.0683390102723127,53,0.5849056603773585
spike,216,-0.0394975961757428,0.0490804522158285,157,0.535031847133758
spike,217,-0.6283342822810195,0.0772669312671647,162,0.2160493827160493
spike,218,-1.0976855534842922,0.1402992885808537,153,0.0784313725490196
spike,219,-1.0412243374185592,0.1109678463801659,184,0.092391304347826
spike,220,-0.1125921902920454,0.0519540868529721,151,0.4701986754966887
spike,221,-0.4868726641024651,0.0710196203643426,153,0.2222222222222222
spike,222,-0.3155374743420419,0.4686212829670202,10,0.2
spike,223,-0.7798193443771576,0.0874080805081044,174,0.132183908045977
spike,224,-1.4076816527768603,0.8363696479328694,14,0.0
spike,225,-0.2584230781152056,0.0787006730844537,52,0.2884615384615384
spike,226,-1.2083434659804777,0.157721836207971,161,0.0559006211180124
spike,227,-0.3643105446823229,0.0628956123089552,157,0.2802547770700637
spike,228,-0.6672440486008054,0.2799522982278697,23,0.0869565217391304
spike,229,-0.774529954306066,0.0939838760469927,159,0.1257861635220125
spike,230,-0.0621077045357005,0.1363010479864054,23,0.217391304347826
spike,231,-1.2699087242900848,0.1633312578500797,160,0.05
spike,232,-1.274516181562206,0.759742264702405,12,0.0
spike,233,-1.2759178986414723,0.7588106521330162,15,0.0
spike,234,-0.9857849978630748,0.1177102323110475,175,0.1028571428571428
spike,235,-1.321542208621344,0.735575212085267,19,0.0
spike,236,-1.0374898693904295,0.1194295338048037,162,0.0987654320987654
spike,237,-0.2918235332921857,0.1779145630681487,16,0.25
spike,238,-0.0760258639788756,0.1218917412934725,27,0.2592592592592592
spike,239,-1.0213903019324893,0.1238197942960296,161,0.0869565217391304
spike,240,-1.000518738854893,0.1200089763404025,161,0.0745341614906832
spike,241,-0.9630571670652428,0.1037161430985312,181,0.0883977900552486
spike,242,-1.2719106959720117,0.7634966473198612,13,0.0
spike,243,-0.0481865124194237,0.0464002230398372,174,0.4827586206896552
spike,244,-0.983200578438276,0.1097676705941322,175,0.0971428571428571
spike,245,-1.4771831841706893,0.8265859021191748,14,0.0
spike,246,-1.1044055109652031,0.1196581133064732,183,0.0765027322404371
spike,247,-0.8613409520023868,0.1035838940038496,161,0.0869565217391304
