task,seg_id,s_mean,s_sd
sz,21156,-0.9955186844,0.6314111352
sz,21157,1.568564177,0.1047703177
sz,21158,-0.6519488096,0.6581742167
sz,21159,-0.8811252117,0.6644730568
sz,21160,-0.6616299748,0.6418011785
sz,21161,0.354616791,0.4031188786
sz,21162,1.272568703,0.09663912654
sz,21163,-0.3071928322,0.5370530486
sz,21164,0.3552820683,0.3970893025
sz,21165,-1.048136473,0.6117660403
sz,21166,-0.9124825001,0.6137511134
sz,21167,-0.6844499111,0.6659250259
sz,21168,0.2488903999,0.1781831235
sz,21169,-1.270346045,0.4954832494
sz,21170,-0.9317508936,0.6145393848
sz,21171,-0.9206656218,0.6281175613
sz,21172,1.029804111,0.07493913919
sz,21173,0.7911576033,0.06871859729
sz,21174,0.8744490743,0.07808982581
sz,21175,0.7989570498,0.1159208566
sz,21176,1.308196306,0.6699452996
sz,21177,1.299546719,0.6421383023
sz,21178,-0.2810187042,0.2631168664
sz,21179,1.34923327,0.6777455211
sz,21180,1.29929781,0.5879855156
sz,21181,0.2097534537,0.1047096699
sz,21182,0.2416083217,0.1554898769
sz,21183,1.330429077,0.6463261247
sz,21184,1.312745214,0.6512734294
sz,21185,1.379199386,0.6298332214
sz,21186,1.274975657,0.6389316916
sz,21187,0.1606692225,0.1838645935
sz,21188,1.302305102,0.6393184662
sz,21189,1.388185263,0.6265373826
sz,21190,2.006683111,0.1998770237
sz,21191,1.484922171,0.1060898229
sz,21192,-0.61375314,0.705168426
sz,21193,0.3572984934,0.4225483835
sz,21194,0.9171959758,0.07677455246
sz,21195,-0.7641643882,0.6725144982
sz,21196,1.41530478,0.6503597498
sz,21197,1.347565055,0.6497399807
sz,21198,1.330751896,0.6542307138
sz,21199,-0.09155237675,0.3237957954
sz,21200,1.35380125,0.6451954842
sz,21201,1.324099064,0.6552678347
sz,21202,1.393639207,0.6238970757
sz,21203,0.4955474138,0.1311197132
sz,21204,0.1201615408,0.1555305123
sz,21205,1.380051374,0.6303564906
sz,21206,1.397015452,0.6374847293
sz,21207,1.375996113,0.6146143675
sz,21208,1.301484108,0.640386045
sz,21209,1.277254343,0.6636427641
sz,21210,1.317576885,0.6059369445
sz,21211,1.328853846,0.6389724612
sz,21212,1.335779786,0.6323916316
sz,21213,1.362852931,0.6565133333
sz,21214,1.349624157,0.6116477847
sz,21215,1.313628554,0.6506733894
sz,21216,1.360546827,0.6491051316
sz,21217,1.3587358,0.6511873007
sz,21218,0.558727622,0.129558295
sz,21219,1.361417174,0.5855380893
sz,21220,1.341727853,0.6221871972
